llm_row_number,article_id_schema,sentence_id_schema,stable_sentence_id,stable_article_id,party_mentioned
29479,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_21fe0ab7c88a984ed4d43ac4b1f85adf6f61530df64e13907e99b68524ece1e9,art_v1_d7b94318e1375c4390d556de83c280b2617d9923f8ac20fdd23b22daf475cd75,republican
29480,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_db4c29d3d941089a5a10459ad35bfcab3e7e214d1f882c913f967a5a0b8fe455,art_v1_d7b94318e1375c4390d556de83c280b2617d9923f8ac20fdd23b22daf475cd75,republican
29481,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_85e0b68ee4d513b531037c30b2c42871ecfef0194f4706d8fc1efcc2abc96772,art_v1_d7b94318e1375c4390d556de83c280b2617d9923f8ac20fdd23b22daf475cd75,republican
29482,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_4e863ddfe732d30140eab6a4d06c8f4ced8d0b8b038f61a104618d4f2bcf4b43,art_v1_d7b94318e1375c4390d556de83c280b2617d9923f8ac20fdd23b22daf475cd75,republican
29483,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_798db927e9006f952c3dbc32b1f1e981b131e7ff652a0c47aca69c2bcb79d14d,art_v1_66b707361b7768c7efb81a0eb52f23b8bffaf9d724653f98dcfedd2a3f61d3a2,republican
29484,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f106d434326442eb97c0281afc1c9c8f772ec1f61d966caef0d4a571cc7b1d2d,art_v1_1957687738bf3221dba3a0a33fbc07392e550a0a19041108679997c29b16525a,republican
29485,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_de77d7f46caab341b36ae9dcd221d2bd8d5785005323f46fe27ecf26c3e4fd15,art_v1_915bf6c9c6ff297942d22ce5376bfc7f0c93aa636c3f977fe61775b528747a90,republican
29486,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_111bba388e34fa74802880c4e1b2950df3eb3c2fa0a28585c2caa5c4dcf282ca,art_v1_915bf6c9c6ff297942d22ce5376bfc7f0c93aa636c3f977fe61775b528747a90,republican
29487,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_3263968d2e85b8ce0932d93a2e6c38837f075047299366b6b19d3eddced89730,art_v1_915bf6c9c6ff297942d22ce5376bfc7f0c93aa636c3f977fe61775b528747a90,republican
29488,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_ed94f4320e08aa90a9369c99c6cc852b2945c2c9037b45d88013308880850ccf,art_v1_e95ec013dacd8f5ce07a026da56b04f5d051e075643a0276673c77dc6c496ff2,democrat
29489,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f2dc013b0b57ec96fed9810956249749cdb52fc5a7915883aa773ed8577552f5,art_v1_f12e4297649f859fee349caf525bceaa05f3985369e7b3e91f10906652c2008b,democrat
29490,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5bdcb3357868de61fc305237cfaaa62baf64135c951a2e4e352df9a4ba30ce1d,art_v1_3321a62fe248defb7969d5b704174e67898d8e021357b0b021953632cd314d61,republican
29491,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_05cb56567ca2b6475c508c6d3400c11fe69a40c3f2942592e9547af4a10ea37f,art_v1_f5dc2506ecf867a68b34fbaf9a4fdb5805765b8550e174a946141ae69e3d16c2,republican
29492,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a3e392f72024127770ad024530501283a586532ac765050c3009abec8edd6e97,art_v1_f5dc2506ecf867a68b34fbaf9a4fdb5805765b8550e174a946141ae69e3d16c2,republican
29493,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_8470444a93c803bf77e32968f83ad7209c627adffa77253986b433269dad48f4,art_v1_f5dc2506ecf867a68b34fbaf9a4fdb5805765b8550e174a946141ae69e3d16c2,republican
29494,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_0bad9be672b30e79c939089c41059997c4534eeffad858071fa3d5bf04eb46d6,art_v1_f5dc2506ecf867a68b34fbaf9a4fdb5805765b8550e174a946141ae69e3d16c2,democrat
29495,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_031b4a881d932fcf1902eb5573d45975c3af4f7d1a0a0c5424985cd61cbc52de,art_v1_f5dc2506ecf867a68b34fbaf9a4fdb5805765b8550e174a946141ae69e3d16c2,democrat
29496,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_d4120910ac8a81f74b8d0028f369c28dfe31f197e656a9b9db7ca1d09bc43ecd,art_v1_bbbc5be2aea2637b2256acb5f0a1e01b4f936d60c8875ed46d72c5328d61c3ed,republican
29497,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_fe6af4aaad6cde0e7866a652243646a378b3006655007cd3226d1e194ebbcc31,art_v1_3d447576e690f031501e2f1f886be9f4d672b80d4f7feadd9af74adaa72bef3c,republican
29498,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_4cb9467c94b6d93b3df646a1c202f9e76e87f45e9b5bbb9bf3cac1ce174061ef,art_v1_83dbb0d92bfd6ecf2da3081d019891d1bdea57d2a4b9026aecc6d869cee85d87,democrat
29499,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_99acf319901d03ae1b432f7b90b3c0fe4f3418039a5c98edf97f856bf2dda245,art_v1_e489b356a1d9d8fdd064f318fbf04676db1639af646d55c2723becd6f1c5ec01,republican
29500,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_d94d933333b040bec01bbed546dae4a7c4ef70d56d765b781550a6df513ee44f,art_v1_1d5d4325311c8f2fa782556bcdab33367576c060be79845048e2945d24264f21,republican
29501,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_44c9b4e8959aa038d3ddd24268d36b23b98b66c47f5bc2b051ef403f757ee6e1,art_v1_1d5d4325311c8f2fa782556bcdab33367576c060be79845048e2945d24264f21,democrat
29502,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_188871a1bb1fafbf011ed03294136a776d7ba2b67c08fc784562be3858e16635,art_v1_1d5d4325311c8f2fa782556bcdab33367576c060be79845048e2945d24264f21,democrat
29503,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_e71507e69552fa59f3f5755c2f8d36dc82a4aaaca8b3b46f7a0cae9d31baf728,art_v1_44b20427454119d4a7807a00e77fd353e625f11d1954245cb8229862bf8ba6c8,democrat
29504,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_38cbebba2de45a736788c6f66636df9ce357f63b9dbdc19cbff468f70d685014,art_v1_44b20427454119d4a7807a00e77fd353e625f11d1954245cb8229862bf8ba6c8,democrat
29505,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_0deff25f95de34ab2d14b464eb87557ee0e23deec4ae807a12604a38e5d13277,art_v1_27e94749bc09747420a8447810d231356460ecfcaa1321bf446d5ae343c48afc,democrat
29506,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_42cad81b343190cb9d75bc24de8def554e77c5ba0710da7583a0c91557e95b9c,art_v1_f5bf4efd289b69e510be820745927307ef9ce2569d29028e20fe63711b72c08e,republican
29507,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_7d5a8c71eb6f2d319ddcae480cf29a70d1dd13291a29cccd0c323c7a8a582a34,art_v1_85fa768546ef1b01904dfdb0741e58d83a0511a2ac30a9688e643d32261d2bea,democrat
29508,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_ab42e0109fa3ffc96ee0a6f8bf99963d3155db706f97eace6d891735aa32962a,art_v1_85fa768546ef1b01904dfdb0741e58d83a0511a2ac30a9688e643d32261d2bea,democrat
29509,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_ad51c46b516d1c96186591cefbe93072874b9681c554f341ec27052bf7d43f39,art_v1_0105780bdb341558dcbfdf8bb980a0bc3b7fa404d50599de1572d2e38722de1a,democrat
29510,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a4db859eac744ec860be6f0282d7daa43cb638925318e76209ab5f9d05479ea5,art_v1_39340ad7e00bfefaee5cb0b8266b1b39c5f0a5418ae256ded1437bc662291114,republican
29511,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_2ce393177491997a2f64a66cc1c590b9d37aab801b297ee916764c4f34e8e40f,art_v1_39340ad7e00bfefaee5cb0b8266b1b39c5f0a5418ae256ded1437bc662291114,republican
29512,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_105df5965bd4af9576aa7cd7f959e7b8896d53c82d2169ee2ec9775a3133c96a,art_v1_39340ad7e00bfefaee5cb0b8266b1b39c5f0a5418ae256ded1437bc662291114,democrat
29513,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_0023c065af8e8fcfcc53ecc33be277e8937c45b8d570a4d797ded7bbd26e8b6b,art_v1_fc83a8b50fffe82c54e2fa5602833186abefdce4f657a1bc747d6d1053a2bf57,democrat
29514,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_1b6c81fe03d365ea98e32a90e57116959ad30eef0b5df43c684da3ad1aa14207,art_v1_fc83a8b50fffe82c54e2fa5602833186abefdce4f657a1bc747d6d1053a2bf57,democrat
29515,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_21fb15254170a749b29f7303b276789f78eb0b8cbb8ac85267ef97f0a614c6c2,art_v1_fc83a8b50fffe82c54e2fa5602833186abefdce4f657a1bc747d6d1053a2bf57,democrat
29516,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_2b7dba1f6cce5d00ff0e859d88852139e8e8fb06b982b6658d2980bdc99fc1ad,art_v1_fc83a8b50fffe82c54e2fa5602833186abefdce4f657a1bc747d6d1053a2bf57,democrat
29517,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_95b6a20d7deae81fd519a216b028add84531ca84b09d635b38f02133c6e1eb98,art_v1_7181f313ff121d75c87125e22e382851ae16cf89db571f15a660d47c4fdd8a42,republican
29518,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f4399f6fa3938eb83a7bc67f6885a14fec9c4b620b9388bd7a59f4538f7aaa06,art_v1_7181f313ff121d75c87125e22e382851ae16cf89db571f15a660d47c4fdd8a42,democrat
29519,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_0d86be738f0cbadefada550f828e184aa5babfff27bc7820d718fab717bd9c8a,art_v1_5e2b3c9d6d126a15dcbd30696b6407210fd63666d004d0c2d92826a0117f5b9d,democrat
29520,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_0848736e978d2c643a41bf04915a3c4a678c3474567d8349757ebadc0350e444,art_v1_5e2b3c9d6d126a15dcbd30696b6407210fd63666d004d0c2d92826a0117f5b9d,democrat
29521,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_bc85fba01b89758bd9849c3cb780c34b0b34eb9bd9c27b3f5787af5046ef7066,art_v1_5e2b3c9d6d126a15dcbd30696b6407210fd63666d004d0c2d92826a0117f5b9d,democrat
29522,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_1d3f1333e6f9bc71eeeb53331671a8327b0811ad0ee34b36afa810773bfade17,art_v1_5e2b3c9d6d126a15dcbd30696b6407210fd63666d004d0c2d92826a0117f5b9d,democrat
29523,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_898f1db6533b7f24c0ff8d24cb358f02f4f0478b2325dd7a5d28a40c28bbea88,art_v1_9c97eeb724665db21d9d2d4ea3cf8b6a9d82a6b79e3ce1c7a6e6b563b6221cba,republican
29524,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_7767ea036afb1c3ea969c937f4c28595c8a5edb05eb7311544241207e6667de8,art_v1_b46df17719cb8717ba82815799821b6da106a17f2e358d11431c1f9f64964ed9,republican
29525,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_452cd987ef43392301a90fcf49491f383c94b15c7fdc0452c0919b2b41572d2a,art_v1_b46df17719cb8717ba82815799821b6da106a17f2e358d11431c1f9f64964ed9,republican
29526,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_cc88547794cefc89f9f56a179fe463d3da97183e0c6d1990181db67e4af31807,art_v1_b46df17719cb8717ba82815799821b6da106a17f2e358d11431c1f9f64964ed9,democrat
29527,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_e458481564d5f5b35852fbe6b14e6963d5fd1fbf5995b07a63f238f7b1607aa5,art_v1_b46df17719cb8717ba82815799821b6da106a17f2e358d11431c1f9f64964ed9,democrat
29528,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_c2b6cf6160c7cdb895ba0febdd2eeedfef67533d197d9d1919a52da2e6339ded,art_v1_24c32604883fb9fc7145b353e2094ba24b0a11c1c9cc4eac1b7f6bf4087315a5,republican
29529,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_72dce569d144550370bef974cd9a119373a94fdcc2f20e92f3392bc01b2b0f57,art_v1_24c32604883fb9fc7145b353e2094ba24b0a11c1c9cc4eac1b7f6bf4087315a5,republican
29530,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_0007fc8d02770922559a81c3f368b6b38750cf77279206ef7c2a1471eb1b2568,art_v1_24c32604883fb9fc7145b353e2094ba24b0a11c1c9cc4eac1b7f6bf4087315a5,republican
29531,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b67f8bcf7d4ff0a8c57a5646713cc970f243f30b82de615e30ea85b41cda07ee,art_v1_24c32604883fb9fc7145b353e2094ba24b0a11c1c9cc4eac1b7f6bf4087315a5,republican
29532,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_aeae9a76ed4ba5cdcbb404c64e271e5949c1433ffeda03cbec58b4d54de6af0a,art_v1_8141f5dcd52e56d9de4e4e5ad164da5f5e16094e0275b93893a092bfa538bdde,republican
29533,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_bf397efbaff72ae791f34502557bbc374ff06ba4ffc10aa07d0b963420c77239,art_v1_8141f5dcd52e56d9de4e4e5ad164da5f5e16094e0275b93893a092bfa538bdde,republican
29534,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a5ae77e305a6543073221147eae77b6de6bf04d89d804e0bcdc11771df0f57c4,art_v1_8141f5dcd52e56d9de4e4e5ad164da5f5e16094e0275b93893a092bfa538bdde,democrat
29535,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_8eea2d03c15e48e704579f59c4cdccb71eaae67ce0c05d3dd5c40ea080c7772a,art_v1_8141f5dcd52e56d9de4e4e5ad164da5f5e16094e0275b93893a092bfa538bdde,democrat
29536,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_3680856a0947369435b1b1c9fa6498ff04e037c68eba8b20f7e3179b31841cfb,art_v1_8141f5dcd52e56d9de4e4e5ad164da5f5e16094e0275b93893a092bfa538bdde,democrat
29537,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a7f5b821ccfdf8cab3dc667841509d9cef8b025c3e03da55e6167457b784883d,art_v1_bd526ba0a175b8943223e515bfe412c3dc78d15bfa1fc0e16a67069f04c56ccd,republican
29538,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_dabd54f212ce87f046f8973444b8cfe030efe266f6a0333d9ac1c4e6b8faec30,art_v1_bd526ba0a175b8943223e515bfe412c3dc78d15bfa1fc0e16a67069f04c56ccd,republican
29539,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_7b80b8b89cdd0e08a274da961f2552b7dd051fa82cabbe0b4592281a4bd5b32d,art_v1_ec8ffcf4c97558e692c9f288474bf16d08656bce8d4f00c25c6ec51793212597,republican
29540,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_d9c869598893458bb7de1ed67c3ead74c1bcb0e226a7fb8b3606c17a658f013d,art_v1_ec8ffcf4c97558e692c9f288474bf16d08656bce8d4f00c25c6ec51793212597,republican
29541,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_51811e4b5fb74ce6b09075a8e6743f35d4d40860ebd68db3b6e89a11c14e1462,art_v1_ec8ffcf4c97558e692c9f288474bf16d08656bce8d4f00c25c6ec51793212597,republican
29542,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_56fa52abb89d6f760e0f93bf769bbd0a2a1e1bae8947bb5818d27c1d746cdd8f,art_v1_ec8ffcf4c97558e692c9f288474bf16d08656bce8d4f00c25c6ec51793212597,democrat
29543,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_3197e36296fbca1dbeb83446584b43dec1392a858e82859a9a8f1dcbdad3f751,art_v1_ec8ffcf4c97558e692c9f288474bf16d08656bce8d4f00c25c6ec51793212597,democrat
29544,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_dc00cea7ab35b4db99b9abd2c298874b78b6a7ffb73cf4afe7272c83827fe582,art_v1_a08938e7d9d75cbb53cf824f206d3a5edb11b4398830cb2a3848c2773ee049b4,republican
29545,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_c6594a3f648356b4179945b47faad5b4949595cb1ce410584b031030226602fb,art_v1_a08938e7d9d75cbb53cf824f206d3a5edb11b4398830cb2a3848c2773ee049b4,republican
29546,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f8eec11f3504b7f0f5d9d28cc10209aeb707c3ac60618f340e59f18468b7514e,art_v1_a08938e7d9d75cbb53cf824f206d3a5edb11b4398830cb2a3848c2773ee049b4,democrat
29547,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_7f30fa7a218b3350754025d864fda9a1f8553fbd8b90ecfe910d4f8195a8874b,art_v1_a08938e7d9d75cbb53cf824f206d3a5edb11b4398830cb2a3848c2773ee049b4,democrat
29548,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_06557dd324a4f7be4111a28e111502648cd3f96030c113305d09b074a603130f,art_v1_a08938e7d9d75cbb53cf824f206d3a5edb11b4398830cb2a3848c2773ee049b4,democrat
29549,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_3f062098cbcdeb4eb2bb5c6abf3a453ce0e609e6bc3de8e4146230f326fa3f67,art_v1_a08938e7d9d75cbb53cf824f206d3a5edb11b4398830cb2a3848c2773ee049b4,democrat
29550,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_77dfcf7e4aca1e0c64cef51de96508d557b872d00d5507712eb9ef5430d2d337,art_v1_ead35b5c4611345c658333ecbd860caac680d3d1837cfdc829a69482566a8418,republican
29551,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a1443b6bf340c104422c34f51ddaab753a20896a0b1b2a7f85bb563a3c2ab0a4,art_v1_ead35b5c4611345c658333ecbd860caac680d3d1837cfdc829a69482566a8418,republican
29552,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_295fe0ab4a348725d7dd7a101fffb75c11c36d6b920f8fab0b50b054e2fb5b65,art_v1_ead35b5c4611345c658333ecbd860caac680d3d1837cfdc829a69482566a8418,republican
29553,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_daa3ff2107596066a3185cba4f7149daf6439c00ec1e4217c94bd7d27d85ddf6,art_v1_ead35b5c4611345c658333ecbd860caac680d3d1837cfdc829a69482566a8418,democrat
29554,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_4404185e6b28254125e548fdb553ffb145507db89a920da8648d1fe35d79312e,art_v1_3069c4f906e99198e76a70d0c00f19b8afe89e9eaeb38d1599a1a514eea09738,republican
29555,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_6dfec10ccf44c2c712c81ad9c02ed87f3564e8426fd50748a880730f15981e73,art_v1_3069c4f906e99198e76a70d0c00f19b8afe89e9eaeb38d1599a1a514eea09738,republican
29556,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_8b86c7a99fb04e525fc646b0c67d1b95b3cc1fe0ee4394fa41c7708b0c2e91b3,art_v1_3069c4f906e99198e76a70d0c00f19b8afe89e9eaeb38d1599a1a514eea09738,republican
29557,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_904b3cf69c9222ee0a311e2a7bdfe8d6ef46466e6bd52e55c9aa4dcaa28077d3,art_v1_3069c4f906e99198e76a70d0c00f19b8afe89e9eaeb38d1599a1a514eea09738,republican
29558,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_aed25bc91a42c7f24fac9b78df5cdd5ed7840438152e1630707d2ec37735b0d2,art_v1_b2d5fdd24ad136004b3e1b55dfc0c0db38dbd1e5f0dbe542ab468da0906b5291,republican
29559,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_d1a6600467fee7d235417c5b2bffd004ca27be24186a20df08a6155ccd661a4d,art_v1_8101de3d0d3c49c55c3b519d17cdd4c8ccbb92894236bf1c6ab0d2672a18f279,republican
29560,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_335f6887d6eae1d00284a6d178dd8fa096c6a39e7770c61d277d01656937f68f,art_v1_8101de3d0d3c49c55c3b519d17cdd4c8ccbb92894236bf1c6ab0d2672a18f279,republican
29561,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_21581ce3fa7486876524d00eec913a3481bedd01aff70a77567007a81f59019d,art_v1_8101de3d0d3c49c55c3b519d17cdd4c8ccbb92894236bf1c6ab0d2672a18f279,republican
29562,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_222df4253711c05e565bd79aa9287319b8ed16e08c18c7780d1a6cd640d7c533,art_v1_8101de3d0d3c49c55c3b519d17cdd4c8ccbb92894236bf1c6ab0d2672a18f279,democrat
29563,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5590615d92a41cbde918d86b22105954b8b1d252a92c16d955bc5eb19c5801e7,art_v1_8101de3d0d3c49c55c3b519d17cdd4c8ccbb92894236bf1c6ab0d2672a18f279,democrat
29564,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a514ea5e6865ea9220bcb212ac5616675537708d8809b154bfecbd492d17d502,art_v1_b66c8fafffe98dc27a428a18149900c1e158aaf46f04145e30c78d25bcc69312,republican
29565,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_fe42e0f2ae04584cf655b7b29174dd3ab5308e91bf781b3a3e60cf2f5d362198,art_v1_a644b09e253339b43c3316b1951629f5fe043188df03ccbf9bba926e287d3c28,republican
29566,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_3becfa42be2d8afb152568273870d807f594b5ebb81859d3116f2167db42223d,art_v1_54627f1cfb028f8caa694e6820c3dd69be36b4e6bbf3e1ac59e617323014cba6,republican
29567,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_fe1e2598d9c277bff21c801cd6486fffcc71825fb8ac5895ccc2a4d3e7151615,art_v1_37336ce401c608a0944d08803b41902c7745085490c98c135663d8e1292855ce,democrat
29568,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_519b57ebe8b5851488832b1712f7a4d17566b0399cc440a5e384723a96f280ef,art_v1_37336ce401c608a0944d08803b41902c7745085490c98c135663d8e1292855ce,democrat
29569,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_9b680922a1ad406be56ead499f5719692b21b1ce62ac90202302b3df1d00dc5a,art_v1_37336ce401c608a0944d08803b41902c7745085490c98c135663d8e1292855ce,democrat
29570,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_8c09e326df1fd3aafe623c269a556ba7beb6f4be09a63f0dbe872383ef2b9ba3,art_v1_37336ce401c608a0944d08803b41902c7745085490c98c135663d8e1292855ce,democrat
29571,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_7783edbbbbf4454c6e9811a6c27f35cd62efab966e1c60bf288be1d5590f259b,art_v1_7980a0cc6ba82ac1a0e5b212a0635725e75e3c0b5a0bba5be4a19be9b5096537,republican
29572,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_77ff04a14bba5ec62ea106601669dd695b41a1915ec5e47ec9a4039046474840,art_v1_7980a0cc6ba82ac1a0e5b212a0635725e75e3c0b5a0bba5be4a19be9b5096537,republican
29573,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_865891dab95ce224fa0728cd7a18e4d0fd9bd47f5a533e0d2f5a0e82aed01332,art_v1_5a1edb5a040be8d0ace314fed495239730115a07e7988103fbd0aca46d895b04,democrat
29574,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_991c8717347f5687cbb230b070a7a2d6d329c537a651fdd0c5bf787c49f58564,art_v1_5a1edb5a040be8d0ace314fed495239730115a07e7988103fbd0aca46d895b04,democrat
29575,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_ed149716f110e58aeae33f729e84ebe1d00b5a736b18123c53bbfb3cbdcdcfaa,art_v1_5a1edb5a040be8d0ace314fed495239730115a07e7988103fbd0aca46d895b04,democrat
29576,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_db0c654e20f3089d480fd67dbc0197789a4a62347d742533f9382b02fb5ef9c5,art_v1_8052a6c08f2f09fe8f98b5971ccc3a62c9902c482668f9c92e24a677a778ca39,republican
29577,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f3ef3572c01745ceaf30feef0379f7533cf2512acad379fe536c5b8eb2849c15,art_v1_8052a6c08f2f09fe8f98b5971ccc3a62c9902c482668f9c92e24a677a778ca39,republican
29578,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_d32957cc89932329f53e1f79e8d7b7aa95d71faa8b22822888915a7110dd83fb,art_v1_8052a6c08f2f09fe8f98b5971ccc3a62c9902c482668f9c92e24a677a778ca39,democrat
29579,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_8c9f977ca79908740f31841bacd99d8393d8b231a2bcaeb5e4a0b547712c033c,art_v1_8052a6c08f2f09fe8f98b5971ccc3a62c9902c482668f9c92e24a677a778ca39,democrat
29580,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_4b87528dc536453dc30252911a3c3782e083341f45dbcde9bba860364a7416d2,art_v1_5a5f6133f2c4028ef4409ad75ad0c52f8d25700185feff0ffaebb9146598194b,republican
29581,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a516f09ed60f7c61d468efc01fb2939509eeff086f5dd602add985ae73f73080,art_v1_57f723301b876b0c1187ae43b0dbff176262ce79172939d7db19e89c771a7a32,republican
29582,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_58c954abf09f47a1e2523eaa9ada9572fb7175140ead4200f5fe413e8517a218,art_v1_57f723301b876b0c1187ae43b0dbff176262ce79172939d7db19e89c771a7a32,republican
29583,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a014b87b427d092124ecb60dd7ec500c6d4d0b4aeaa2bfcabf8d35007b84aec8,art_v1_5817947c0dc29905154bca6f860f18a5d0ed1dedb2f90476a047adfd032eda2d,republican
29584,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_9a01f01f9a2c067f3c458045106cd0d950cdeea3154f83558cfa71a7e6649f7b,art_v1_5817947c0dc29905154bca6f860f18a5d0ed1dedb2f90476a047adfd032eda2d,republican
29585,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_c75bf6e3f1ce6d26e25d568ad4ec934a23cdfc20c058578ad5579d98550c1f24,art_v1_5817947c0dc29905154bca6f860f18a5d0ed1dedb2f90476a047adfd032eda2d,republican
29586,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_37d229479c6af4e5645039f66b0b0e51737ded8e65f7f4005b71673662c9a751,art_v1_5817947c0dc29905154bca6f860f18a5d0ed1dedb2f90476a047adfd032eda2d,republican
29587,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_bcad86127d51fc65f18cdd10900ba7a9c88ea0b1614ae7db0b0acab970309a48,art_v1_4fdd62a700fce25d76031bbfac3006a992edb29886dfb0753e56dd1adec57408,republican
29588,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_284ce13327bbdd8bd24cf8b397087f31fe7d7c8d16c4467ec00b54307dc57686,art_v1_4fdd62a700fce25d76031bbfac3006a992edb29886dfb0753e56dd1adec57408,republican
