llm_row_number,article_id_schema,sentence_id_schema,stable_sentence_id,stable_article_id,party_mentioned
0,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_888539caf67af7ff6ae640d603bdfcdf66d83f72d7facf7d00696ced63d5841e,art_v1_78fe80d5fa3306663dd77fb2cfdca5125f007e5478b3ab2d0f7dbaefa47ef998,democrat
1,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_ba6418ad3d1f9a4a03f39db34e4431448dd08572ac111316b49244d8b8edc3c4,art_v1_a2f02a89952bbb4d99f99e306ea2668987ad46ccfb683dee08b944385778c428,democrat
2,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_3e1326a0f8a3eeb7ccfa276f7b3cac4dc62bc64187050331b3ce5875a53dea21,art_v1_d70c2ba310cd729909ca213f95c2aaabdfce13c6ebc785cacbf32f2c9baef080,democrat
3,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_ec6037e7e5555df0fa005816a8b70abdf58a1b9d447d76c4ab12e38a8a09eb01,art_v1_d70c2ba310cd729909ca213f95c2aaabdfce13c6ebc785cacbf32f2c9baef080,democrat
4,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_44efdfad640fa5b50321e12e8f97dc6c7ff6611b9976c4a539ee09404d8af6bd,art_v1_6748cf279b502e64131ee3cb7702d9580dc966cc170212282b06541de13d56bd,democrat
5,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a0010bec90a7edb39d7cccfba3026fd6a23570bf7398390dfa4ae3cc7a358d51,art_v1_6748cf279b502e64131ee3cb7702d9580dc966cc170212282b06541de13d56bd,democrat
6,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_7050a31ddbe5bfa65d76c711a80038ec30b50b97f41fe81e676905948bbbd716,art_v1_6748cf279b502e64131ee3cb7702d9580dc966cc170212282b06541de13d56bd,democrat
7,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_15b86844f7b7ce35a173813556b8ea8d20d7c3581f1915493aa1b5fdf093be16,art_v1_6748cf279b502e64131ee3cb7702d9580dc966cc170212282b06541de13d56bd,democrat
8,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_208d1e87a984065e53392be3250be51d2403b5a27a2d41ddd8bd54fcbfa764e8,art_v1_6748cf279b502e64131ee3cb7702d9580dc966cc170212282b06541de13d56bd,democrat
9,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_be5950497e2a0029b9837f29bee0ba85712041aa8cda16f893ea1dbc00fcbd47,art_v1_48db887036927f519b79dbdc436165c02d60ff520238b4f201baf080bf539e3e,republican
10,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_1877724b773cfb15ecf7a3217f43ba4938e1e298b6c9ec640c3be1c0d443c94f,art_v1_48db887036927f519b79dbdc436165c02d60ff520238b4f201baf080bf539e3e,democrat
11,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_cbd11e3a6beb9e9832e15d23189838db84a294ee6aa5bb7865b2b7709b507477,art_v1_9d5654207bd0962a4c4c17f78b87c07ce09f45b8df546e40a998291b3a37c11b,democrat
12,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_14aecdd4b6c7c3ca80b717099c882be20fd9a84e442083ae34ea100f56f7bff4,art_v1_86228e8d662b61b29c87c0c83d65b287403714b2a7a981d4e9904e6be4e14c4f,republican
13,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_370b6aabd85d82d4677ac75dbc734669c7919a133343fd465602eabf0b5dddd7,art_v1_86228e8d662b61b29c87c0c83d65b287403714b2a7a981d4e9904e6be4e14c4f,republican
14,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_618ef7b73506e6d79dc66776139fb00658859af3d41ce66a0a74be798e667ab2,art_v1_86228e8d662b61b29c87c0c83d65b287403714b2a7a981d4e9904e6be4e14c4f,republican
15,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_d489bbdeaf25dd37813cc38b8190a23995dd0778ff7290fedcd5abeda221aa1a,art_v1_86228e8d662b61b29c87c0c83d65b287403714b2a7a981d4e9904e6be4e14c4f,republican
16,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_acca2b637033c067c74de79b645d1d7cdd3b535a8bc9773a91578cbba18bb0f4,art_v1_11660b7dce389ab559399f6c5d9cef24d88eacd2d0dc36e8fcde36d9b5097763,democrat
17,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_9aa4ad8927c1f3281dd589952b16298316c1794555d4a7f49c5f7e9c4058c594,art_v1_11660b7dce389ab559399f6c5d9cef24d88eacd2d0dc36e8fcde36d9b5097763,democrat
18,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_75f3ecc6ec118338f7a263fb365e5443646f27edf6d6b74f3e324cc31a53e30b,art_v1_11660b7dce389ab559399f6c5d9cef24d88eacd2d0dc36e8fcde36d9b5097763,democrat
19,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_77ab38a2cc5f99d59b8f4d09069545ffe0d07f31107cb7d953493fd9e16f7ab1,art_v1_7ac0c7d125613f5dbb6193538b3e6eb98a27ab1337e5f6ecd754d0648524b8c7,democrat
20,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_33ee38004b419927accfd293273059d99c3bcfdb99361ff68adda3e2d6177539,art_v1_7ac0c7d125613f5dbb6193538b3e6eb98a27ab1337e5f6ecd754d0648524b8c7,democrat
21,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f6dd88dc2850a7647236520836953eb201bcc720906366ff1d30644a07b0a819,art_v1_faed9060ed074114aee85caa7a9aef4fcc8c9ea018dee1c21117f236cc076def,republican
22,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_116ad5a8ccf7c42612969577b23431000b17ae61e370edcae8716608f99df010,art_v1_faed9060ed074114aee85caa7a9aef4fcc8c9ea018dee1c21117f236cc076def,democrat
23,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_66d8a5dd1b793cd8a57aea39bb491a892d777d19e9a0b602f24e4871b188ff0e,art_v1_87c11918d576ccaf33faab82218407962358da10c72122fe1842bbf7c2bd5c14,republican
24,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_d8090fa06ccc7018a154fce1123fa882237c1731314247499f452cd8a6edf18e,art_v1_87c11918d576ccaf33faab82218407962358da10c72122fe1842bbf7c2bd5c14,democrat
25,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_85bbfc0e51aa033e7ecc1ecff85390fe3c6f157aac1a07174fa7a149c8473611,art_v1_7c9161fd99ff1390540d98fd1658bf12b6dc2c060def3fc77304f20a68d58b8c,democrat
26,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_3cfe97831c5d83910b288453a99ce001298df6106560c0b0304d9ce3a37f5990,art_v1_764b10367cc35104b491b0e4c2d56b34798904cdf975ca5364e8299c1febc9a2,republican
27,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b058d5c073f093392fcd5954c75fbf8e0fee8aebe9a88b932d0714e7f66d6b2f,art_v1_771b94b5495522deb652cfbb62808c66533b2a0cfb30cec742faf9bc8dd0610d,democrat
28,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_c049b74c20bb994a9cefb6f918769d7cb014d6efed5b483dcfe0ded9034ba436,art_v1_b13e9ae46c6e4ace76a703aaa1913486c2e718fdfedccc2c51028f10b679a7c0,democrat
29,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_d12d0c8668b56af6962474ace991b16b6b095ae8136211c79e2b91db1cdabe38,art_v1_b13e9ae46c6e4ace76a703aaa1913486c2e718fdfedccc2c51028f10b679a7c0,democrat
30,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_df661a0c56264dc171b68369f8975771bd976a1768581c155a55dee6d9542dea,art_v1_9cc47b29277f5f8fde6717f0b53ed91f724a181b9cf35426e0a6d9ba702d81cb,republican
31,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_80a30bcb337a92b841d5bccb5cf9d16728023afc8c4a38c0111472807845350c,art_v1_9cc47b29277f5f8fde6717f0b53ed91f724a181b9cf35426e0a6d9ba702d81cb,democrat
32,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_02e97dadf94e24404f3417519f86dbeb04c806a8ba7dfd98ab13290427bb6e95,art_v1_9cc47b29277f5f8fde6717f0b53ed91f724a181b9cf35426e0a6d9ba702d81cb,democrat
33,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_c8cf54cd21086ec05df55bf9c95be185240ec61b96813aa514e98dbfd68b7521,art_v1_5cf4d341a88e375504f3253be6c9c21d59fde79cda3096c9a9a92d1ea9658a30,democrat
34,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5eda778552d235966dc0fee06b3395e8e7b99029d8bcf8a2f168b0a0cec8a90f,art_v1_5cf4d341a88e375504f3253be6c9c21d59fde79cda3096c9a9a92d1ea9658a30,democrat
35,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_83f3f9eebd3d7f0c2c7b5f5a47b4ef3bfee39aed069c5b749307d855738e9c1d,art_v1_763ded7baa5d4e1765915cb9562de086f77f1395786919f1b836ba0a4483a1fc,republican
36,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_fef02a838c4b8168e38659ef468582b5635d82db2e21c34027604761b3a916b7,art_v1_763ded7baa5d4e1765915cb9562de086f77f1395786919f1b836ba0a4483a1fc,democrat
37,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_1f9c5982d49201f6c5134069d6e5561c78c305969243a5b4935409845855f210,art_v1_3d4ecee39307fe97a2d027ce956256379f73324a501dfadc79cf60d2e6167ded,republican
38,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_232e0120b6c77ee87e63518d94750e42e50ca5717dcfee9fdb397f7d13edba58,art_v1_72e84e339ef0b9627b550bc8d4151149dcceff9fc356d30c59c81e931c7c1ac3,republican
39,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_ed6251142b920719dbf9926bc8352db76e9474731704511365a3112bd23f87b3,art_v1_d27af895e8f59c165505a725a5125e961b10a700dcb0e5ef0b0770ed4ac78bde,democrat
40,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_4ca010dcb1f019783736275aff21dad4aa3872692526930fd18d0156c06d86d2,art_v1_d27af895e8f59c165505a725a5125e961b10a700dcb0e5ef0b0770ed4ac78bde,democrat
41,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_1dd92b67c2894b031c4f329a6cb28771158ff595fd5401e8fa770ff488018324,art_v1_4bb4f451f618b8c1894ceb805367a79804c72486c3f5df0aa6a443a5727b2f60,republican
42,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f416c4b815dbc835909cb595a7f22a0636999209816e213291b7140bf5c003c3,art_v1_4bb4f451f618b8c1894ceb805367a79804c72486c3f5df0aa6a443a5727b2f60,republican
43,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b36bf940ef0f8224421aab835680bce7f4f6f3e427ab635051b5051f11302dff,art_v1_4bb4f451f618b8c1894ceb805367a79804c72486c3f5df0aa6a443a5727b2f60,republican
44,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_8c30c807f1b56d3772d212a5a71fd6bd0fffca7357464f5c05e2df7ce2ccd00c,art_v1_4bb4f451f618b8c1894ceb805367a79804c72486c3f5df0aa6a443a5727b2f60,republican
45,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_ff535c97bdd7314a108fa7cb6df0b8c956aa1695027d1b308e145ccbece636aa,art_v1_4bb4f451f618b8c1894ceb805367a79804c72486c3f5df0aa6a443a5727b2f60,republican
46,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_65519751cc67fc1fe177871bdb472862364d8d6ed029aeb6685d2238305d3422,art_v1_4bb4f451f618b8c1894ceb805367a79804c72486c3f5df0aa6a443a5727b2f60,republican
47,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_00cdfa9e39497f8256e420a09b2b3b5a73cbd745cbe6e51802addf4ac92703a4,art_v1_4bb4f451f618b8c1894ceb805367a79804c72486c3f5df0aa6a443a5727b2f60,republican
48,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_76f1b7de7669cf2d46335863e4626fabbd00af183e9b4aa9ec597a80ae7a8dce,art_v1_4bb4f451f618b8c1894ceb805367a79804c72486c3f5df0aa6a443a5727b2f60,republican
49,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f1d77d2d517275d4033e769526c6b379634f01a7562717b722c4277c07ff1127,art_v1_bf45f32e570c7f7ceb6ef5f69f6ba6f5fabd6a3e7fc8c32a4d687b57e77c2888,democrat
50,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_801206e3d3c4ea81e1994b2493e0314c69167af62dbec55facf219407bfd2a6a,art_v1_933c1cd4aef13e96f7723f4fcde120dae08477d650679faa442837c6edf3f0d6,democrat
51,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5072dc223d6490c7be4fb630bdc6c49aea4bf10fba6fef2cc13427fce952bffc,art_v1_933c1cd4aef13e96f7723f4fcde120dae08477d650679faa442837c6edf3f0d6,democrat
52,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_ea27ae4fba7bb1546d427b21158ba764ee6f5a1359158307b9f0d5ba58ae21cd,art_v1_933c1cd4aef13e96f7723f4fcde120dae08477d650679faa442837c6edf3f0d6,democrat
53,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_82c168581438d6355cfa327b0d79e4f6b31d0a2e56c62215ccf2397ad51b78ae,art_v1_7b0453fe4d93702e69a36833f3b512188e883b7ee0a18e56cbbcc68b4010217c,democrat
54,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_94a8b03d2506536e2797949e3d2bc5605f6477dfe51f872603ab1526167c7738,art_v1_654eeb418a19802d16c8ef08a6a2754ff7075181815950466ccb32edc813a003,democrat
55,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a46bd36375f20653fac24c9743d3584c45c2707492f2821bffef359f49929ce5,art_v1_7ff573f3cd2aa7ea89b5ae6164a4ee0280faca5943c89f2a0745363360548054,republican
56,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_e09b93007d158f00d87e2dc4dd9ff7d8b1c14a72ccf1e3b03080abb8908d2ce0,art_v1_7ff573f3cd2aa7ea89b5ae6164a4ee0280faca5943c89f2a0745363360548054,republican
57,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_883cb0a5669cc3fbfc1fad5d0f38a74324978411b282b3cc1ef8d29ac6a83f99,art_v1_7ff573f3cd2aa7ea89b5ae6164a4ee0280faca5943c89f2a0745363360548054,democrat
58,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_65cb96ab57965911ff0baf740db04253a7b05d420adf649efbbdb516aa3dcb2b,art_v1_7ff573f3cd2aa7ea89b5ae6164a4ee0280faca5943c89f2a0745363360548054,democrat
59,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_14af54abd625f3108b2b65ec5d2c477e7abeeb9a8c8d505cd0f29d279de0d6b5,art_v1_7ff573f3cd2aa7ea89b5ae6164a4ee0280faca5943c89f2a0745363360548054,democrat
60,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_4a77f6837bc5acf12e8a3bedc123c047755733b9267f1453e1d964ab9afd7fab,art_v1_7ff573f3cd2aa7ea89b5ae6164a4ee0280faca5943c89f2a0745363360548054,democrat
61,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_09a432452f2e7064f3c384c642e1609df4647a59a47ab3817aeecea47f04ab58,art_v1_87e183f434904c2b5c04d8b14f4c2dfb3180892cfb307250e7f89b92b05b43b6,republican
62,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_d59a9620fe4389431bc2e40ecb22c490629ba80adbbf97f411b1c40c2a02e919,art_v1_87e183f434904c2b5c04d8b14f4c2dfb3180892cfb307250e7f89b92b05b43b6,republican
63,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_57f4cd170c94d57636fd48bb73e53c195342ccb4604158e96e97ec153e33eefa,art_v1_87e183f434904c2b5c04d8b14f4c2dfb3180892cfb307250e7f89b92b05b43b6,republican
64,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_9d7c7b81b45a924cff69a4758e682245eda37a868a9e8d2558962708374d5552,art_v1_add0feb1db4d3c69a61e3fd80494414a20f1c04ae9bb166675e1597e404747f9,republican
65,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_fe596b5f6e31b3ec49f3ec58a8e3c49505a629aefed5a7b6bf6d0da11ab8fbb9,art_v1_add0feb1db4d3c69a61e3fd80494414a20f1c04ae9bb166675e1597e404747f9,republican
66,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_1d9c6c799f4468f7822f6f3a88b644b540becc02617b10751f3f01dad7868a0c,art_v1_add0feb1db4d3c69a61e3fd80494414a20f1c04ae9bb166675e1597e404747f9,democrat
67,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_6a7d984511a9880c1a1bab2906b59a867773c030f6762b69fb343b3195a488ca,art_v1_173bb09cda5c450d627d6fafb93bdce305d5abdd4624e6543e507536e91b108c,republican
68,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_8a8f92074c3ba3f84cb2c33360a1a24cbc9b82bc7ae71b01f6b8561c44ae4777,art_v1_173bb09cda5c450d627d6fafb93bdce305d5abdd4624e6543e507536e91b108c,republican
69,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_516c57007d506c6b5451cbc226dc011333a775915eeaf58860175efeaf2adddc,art_v1_173bb09cda5c450d627d6fafb93bdce305d5abdd4624e6543e507536e91b108c,republican
70,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_64a92911d58d8725a33d7a813df1f47973766de2abff732a04a8c51f98d09891,art_v1_173bb09cda5c450d627d6fafb93bdce305d5abdd4624e6543e507536e91b108c,republican
71,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_caef5dbed33cfcd03cad3dce31ab860fed09b4a9576cf9a30a486e24403cd0a4,art_v1_173bb09cda5c450d627d6fafb93bdce305d5abdd4624e6543e507536e91b108c,republican
72,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_39d11f5e7c0820d9434900e9bc327487a7b08fe375bafc8dcddf9b216b4fe596,art_v1_173bb09cda5c450d627d6fafb93bdce305d5abdd4624e6543e507536e91b108c,republican
73,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b4ee09bb7ece0e06aaed2583c8cfcd605cb9da89189b1ecfb67a1037b644d703,art_v1_173bb09cda5c450d627d6fafb93bdce305d5abdd4624e6543e507536e91b108c,democrat
74,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_76e4939b3dc8118f05e3ecb4597f0f5dcc10afbbaa271d81bbf2844efa9d8d8b,art_v1_173bb09cda5c450d627d6fafb93bdce305d5abdd4624e6543e507536e91b108c,democrat
75,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5db1aa260ca70a3c66d291ddddf45505537ad8efe54ab18acf9ebacc28a19b1d,art_v1_173bb09cda5c450d627d6fafb93bdce305d5abdd4624e6543e507536e91b108c,democrat
76,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_2fc78e007ebb63a41b8564a4b34a0bf19005ba3ca076595197a8eb7c39e1516b,art_v1_173bb09cda5c450d627d6fafb93bdce305d5abdd4624e6543e507536e91b108c,democrat
77,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5879fd5fb88f80b485c170b74a79ac724adde443213f12765ffecc576a463b62,art_v1_173bb09cda5c450d627d6fafb93bdce305d5abdd4624e6543e507536e91b108c,democrat
78,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_c83a907b3ffe0a4c8a73c01bae5ccf9f1e168ec52a97607c8281c63ddfa22d46,art_v1_ea4b71fd8fa821f9141acd8eb4cd4ab38e22067e04879789e331636df3cb2fe2,republican
79,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_dfef591733d4583e0bedebe5627e0d3939567eafb1b47062ad9a2fb39f30894c,art_v1_ea4b71fd8fa821f9141acd8eb4cd4ab38e22067e04879789e331636df3cb2fe2,democrat
80,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_ad432adec910dcf71b6c8520eb149553838449156f9f60a22d84af890ade8b2d,art_v1_a9dee8b3b75c848c0b6c4b06113e8fbc552777eca99eb64a146c74af8d41aef3,democrat
81,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_8e727dcfc3514f83788e7aefc4374ece2a9e4031c3fac9fd9b1a721d7a25f113,art_v1_a9dee8b3b75c848c0b6c4b06113e8fbc552777eca99eb64a146c74af8d41aef3,democrat
82,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_6efd154e83a2990e8e9b96c874cfc03baea217e21a6dac05e379f46b8037e986,art_v1_a9dee8b3b75c848c0b6c4b06113e8fbc552777eca99eb64a146c74af8d41aef3,democrat
83,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_40d8baf5623d2d73a31f77ed482f52a1ed7b02e747ce07f3feb990a6739adb85,art_v1_5fa1c633895baa684316014d114531ac95d474c397d12e983363a9a632ef802c,democrat
84,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_123846ac4a9480158153ba5298c966b3d972cbd8be9546be386315ade7d464fe,art_v1_5fa1c633895baa684316014d114531ac95d474c397d12e983363a9a632ef802c,democrat
85,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_7d6426b43491997d64dd829b38e24cf8138099a28f0b63d15ec83e4b2566b37d,art_v1_5fa1c633895baa684316014d114531ac95d474c397d12e983363a9a632ef802c,democrat
86,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b143a9bc407446776188f876e655f1fd20c02772ff6cb4bc13c693ca119bc6e1,art_v1_2742db4776c321b8fb605646ecb4d80f6a01de2cb599d56d8277e18242cefb76,republican
87,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f1421f0e91e5eafcb8e0b3eaa36b5dcd9cc14bc7cb881ea6430f83a39c76d74b,art_v1_2742db4776c321b8fb605646ecb4d80f6a01de2cb599d56d8277e18242cefb76,democrat
88,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b6380e9dddc1576cdb7ebb27421aa250928577ae34c24573dbb60aca83e28175,art_v1_2742db4776c321b8fb605646ecb4d80f6a01de2cb599d56d8277e18242cefb76,democrat
89,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_675fc366ff13a7dc99dd4229471a7e48678180445dabfe149ce705707b3d1ad7,art_v1_2742db4776c321b8fb605646ecb4d80f6a01de2cb599d56d8277e18242cefb76,democrat
90,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_9a1ceb24ec5b7a54f9c4bbafeafb089a5624d55690b4c0ecc2058b9d9a712385,art_v1_2742db4776c321b8fb605646ecb4d80f6a01de2cb599d56d8277e18242cefb76,democrat
91,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_30cc709948c858d1b10bf7a2c9cb9d861c30e47b20e4575f8b6c85f97d39bf4d,art_v1_03b4d611604569e2dc04c911368d313c90b828edd2712288f1b4de221692e85c,republican
92,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_784b91d94e09f06c80880e9b8efdcf7daf16e2f8b210de4a7b2e209be4c3a95f,art_v1_03b4d611604569e2dc04c911368d313c90b828edd2712288f1b4de221692e85c,democrat
93,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_e8a5e4cec96d06e471ba96b791dd55f8f621b123f77f4b4028694b58fcbee630,art_v1_03b4d611604569e2dc04c911368d313c90b828edd2712288f1b4de221692e85c,democrat
94,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_d583d65e04c1bd5f3d298dd8834c29dee5a38605af5a21e74ddab932d1cccdf9,art_v1_03b4d611604569e2dc04c911368d313c90b828edd2712288f1b4de221692e85c,democrat
95,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_63297c6f52a64397d3d44f47368650b6f094c96cd07f6c0e7c43e9b42202c701,art_v1_03b4d611604569e2dc04c911368d313c90b828edd2712288f1b4de221692e85c,democrat
96,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_56a3a3246e10e9e5fc642c655b6d114465e9aa34aa5e5fd1bb1ec64c58aa0d04,art_v1_4de53836fd5564f800fa69dce315757c8ff618a8024bd3395329fa8f5ad2196f,republican
97,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_9722f08a8d3f4dd570a74ffc525c114c21275bd66f1fff327e22cce246cfa10a,art_v1_4de53836fd5564f800fa69dce315757c8ff618a8024bd3395329fa8f5ad2196f,democrat
98,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_623c177b44dcd6d2ca6ffff4ff56606cad5b9b985162b9a94e2812efc0d1b73e,art_v1_4de53836fd5564f800fa69dce315757c8ff618a8024bd3395329fa8f5ad2196f,democrat
99,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_22a9d515e76ba4c38eaafde475a0854238766e6c5d18e75da498934e5d795d51,art_v1_1b820ccaf31f467ae4788b293a2e6f496de9a9b9d502b941e44f18b4043a971b,republican
100,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_48ff4b6a64d0f582d018788d946008392e9247775334ddc8c2140a6025107c55,art_v1_7a16dffad492b3d4268098c844aeeb56ce80de9bb93e5104c514d5ddd9b7eb6a,democrat
101,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_4e944f6b9f5eacf3262593ed0fa7bb600f2f59acf72bcf3d4d9b56c95b30dd30,art_v1_7a16dffad492b3d4268098c844aeeb56ce80de9bb93e5104c514d5ddd9b7eb6a,democrat
102,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_d0c124e7eeb92af917dec70c22ff8e51a8de7726df1e97e059da3e51ede4dc44,art_v1_7a16dffad492b3d4268098c844aeeb56ce80de9bb93e5104c514d5ddd9b7eb6a,democrat
103,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_4de847d64f42cbffd4b531a4df5cab9084e7ce48f26d737e9f891632779b0b4a,art_v1_7a16dffad492b3d4268098c844aeeb56ce80de9bb93e5104c514d5ddd9b7eb6a,democrat
104,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_046a592b1994ca91e2672938248eeeaa74140e5a6df904844a1d7dd401a26be1,art_v1_86a757846607d57fc1dc6b2155ab4b5556a6501a0ab3fc15a1867fbf653fd750,democrat
105,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_4b33bb481c6eef519a63d786688854e727431e73d7f2d2241c14bd71fb0fb03e,art_v1_86a757846607d57fc1dc6b2155ab4b5556a6501a0ab3fc15a1867fbf653fd750,democrat
106,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_7a5d779bddc844eb37ed3e2827172bd805c00541b425c491a1d5046ad7513bfb,art_v1_86a757846607d57fc1dc6b2155ab4b5556a6501a0ab3fc15a1867fbf653fd750,democrat
107,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_3f32a4c9d77dc441de7a28d036d72f4971c973b98fe705b72addb4faa13e2a6d,art_v1_86a757846607d57fc1dc6b2155ab4b5556a6501a0ab3fc15a1867fbf653fd750,democrat
108,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_3744a6cb8b3b8cbfc8ef62aff323726039075d1d011c1a3c7106c256b9c6df0c,art_v1_86a757846607d57fc1dc6b2155ab4b5556a6501a0ab3fc15a1867fbf653fd750,democrat
109,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_2bde5eaba6ce25ebc3aa9b00818bdb2a6e2885f18901fc3db060c69ef40fc236,art_v1_86a757846607d57fc1dc6b2155ab4b5556a6501a0ab3fc15a1867fbf653fd750,democrat
110,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_817054035efba560034f8b467ffe74b4b4745c767324d2de417e58bdb751da30,art_v1_86a757846607d57fc1dc6b2155ab4b5556a6501a0ab3fc15a1867fbf653fd750,democrat
