row_role,series,n_observations,lag,S,variance_ordinary,variance_hamed_rao,hamed_rao_correction_factor,Z,tau,p_value,trend,sen_slope,sen_slope_ci_lower,sen_slope_ci_upper,sen_slope_unit,period_start,period_end
validated_series,Q1 polarization,34,2,185.0,4550.333333333333,4550.333333333333,1.0,2.7276975714807836,0.3297682709447415,0.0063778051451552,increasing,0.2898962979916971,0.0607535699713245,0.5847249661603235,Q1 polarization points per month,2022-03,2024-12
validated_series,Q1 Republican stance,34,2,273.0,4550.333333333333,4550.333333333333,1.0,4.032248583928115,0.4866310160427807,5.524570443471433e-05,increasing,0.4237312602894605,0.2338724678842905,0.66613198941982,Q1 stance points per month,2022-03,2024-12
validated_series,Q1 Democratic stance,34,2,165.0,4550.333333333333,4550.333333333333,1.0,2.431208705015482,0.2941176470588235,0.0150485434544012,increasing,0.167643368341688,0.0652797776419325,0.2777883219243387,Q1 stance points per month,2022-03,2024-12
validated_series,Party Brand Index,34,3,221.0,4550.333333333333,4550.333333333333,1.0,3.2613775311183284,0.3939393939393939,0.001108723147897,increasing,0.3554448268394239,0.1494772033835539,0.5408660694765884,Party Brand Index points per month,2022-03,2024-12
direct_paired_rq2_contrast,RQ2 paired Republican minus Democratic slope contrast,34,2,185.0,4550.333333333333,4550.333333333333,1.0,2.7276975714807836,0.3297682709447415,0.0063778051451552,increasing,0.2898962979916967,0.0607535699713248,0.5847249661603235,Q1 stance points per month,2022-03,2024-12
