model_id,series,reporting_role,year_month,observed,structural_regime_mean,one_step_ar_fitted,innovation,standardized_innovation
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2022-09,53.89953584964042,57.11933468415022,55.73245067847292,-1.8329148288324977,-0.3250654873084942
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2022-10,64.56066475629389,57.11933468415022,55.92290995826351,8.637754798030379,1.5318965881581754
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2022-11,52.616024215582,57.11933468415022,59.884411556771816,-7.268387341189813,-1.2890407321957864
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2022-12,64.10896206747798,57.11933468415022,55.44597797155306,8.662984095924914,1.5363709771944418
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2023-01,54.06747217334802,57.11933468415022,59.716566205734175,-5.649094032386155,-1.0018607933129042
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2023-02,54.10088919061863,57.11933468415022,55.98531235679375,-1.8844231661751207,-0.33420043592440735
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2023-03,61.63854851328894,57.11933468415022,55.99772957531667,5.640818937972271,1.0003932141565468
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2023-04,54.08680911376589,57.11933468415022,58.798600826121444,-4.711791712355556,-0.8356312279106741
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2023-05,50.426313335936726,57.11933468415022,55.99249764843091,-5.566184312494183,-0.9871568430390874
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2023-06,51.89977194931201,57.11933468415022,54.63231712700853,-2.732545177696517,-0.48461396885865243
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2023-07,47.95353131489423,57.11933468415022,55.17983031283814,-7.226298997943914,-1.2815764094722095
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2023-08,52.939953409769046,57.11933468415022,53.71347166374723,-0.7735182539781813,-0.13718263621206783
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2023-09,62.45538441329845,57.11933468415022,55.5663447762143,6.889039637084143,1.2217638220225984
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2023-10,61.486536502695664,57.11933468415022,59.1021237224244,2.384412780271264,0.4228730599867454
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2023-11,57.5910398908809,57.11933468415022,58.74211564258878,-1.1510757517078782,-0.20414205519644854
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2023-12,61.1984321948073,57.11933468415022,57.29461264456603,3.9038195502412725,0.6923382278880424
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2024-01,58.6446518557328,57.11933468415022,58.63506078130438,0.009591074428422663,0.001700966806446284
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2024-02,61.30124558145313,57.11933468415022,57.686117664298365,3.6151279171547688,0.6411390750878414
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2024-03,63.34171500950752,57.11933468415022,58.67326455870091,4.668450450806606,0.8279447014641899
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2024-04,55.880535554368535,57.11933468415022,59.431469714245,-3.5509341598764643,-0.6297543807945845
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2024-05,54.03774135246251,57.11933468415022,56.659017134683374,-2.6212757822208648,-0.4648804604086971
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2024-06,68.23354445533982,57.11933468415022,55.97426486871869,12.259279586621131,2.1741701415632186
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2024-07,65.34963060816732,57.11933468415022,61.249193741313135,4.100436866854179,0.727208098998624
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2024-08,64.74803131349269,57.11933468415022,60.17757839780067,4.570452915692016,0.810564943274691
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2024-09,61.53512440852972,57.11933468415022,59.954033913123475,1.581090495406241,0.2804047107281201
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2024-10,60.267173655000605,57.11933468415022,58.76017011583595,1.5070035391646588,0.26726546816483465
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2024-11,63.06219466032603,57.11933468415022,58.289020298502756,4.7731743618232745,0.8465173752360358
Party Brand Index_required_alternative_K0_AR1,Party Brand Index,required_alternative,2024-12,61.6353611998906,57.11933468415022,59.32760451199545,2.307756687895152,0.4092781838738832
