ar_order,party_or_contrast,term,production_valid_replicates,independent_valid_replicates,production_ci_lower,production_ci_upper,independent_ci_lower,independent_ci_upper,prefix_2000_ci_lower,prefix_2000_ci_upper,independent_length_relative_difference,prefix_length_relative_difference,production_probability_negative,independent_probability_negative
0,republican,polarization,4989,4989,-1.0220153646184726,0.4660644436767602,-1.0556746038446387,0.4647299267143868,-0.9932069420730231,0.45634322609901606,0.021722438597446107,0.025892186634353952,0.6901182601723792,0.6903187011425135
0,democrat,polarization,4989,4989,-0.4597671251024648,0.10065905187277924,-0.44905168716724203,0.10351390764912123,-0.4735533327719243,0.09999487300531995,0.014026079583409762,0.023414375239969993,0.871116456203648,0.8679094006814992
0,contrast,polarization,4989,4989,-0.8888797027322332,0.6281889018822654,-0.9091313854010715,0.6205123201409314,-0.8767689492453102,0.6353260965069768,0.008289078614674653,0.003278400757278437,0.5540188414511926,0.5506113449589096
1,republican,polarization,4989,4989,-1.0506128510051185,0.4829904812817322,-1.048916306638965,0.47111783209564484,-1.012411320469766,0.494829123994472,0.008847916059237418,0.017190160759041534,0.7370214471838044,0.7348165965123271
1,democrat,polarization,4989,4989,-0.4654755100859245,0.14227474046076963,-0.45689096250787203,0.14427484096722282,-0.47752784933612613,0.14411372106641615,0.010834133043427582,0.022856954552223325,0.841250751653638,0.8422529565043095
1,contrast,polarization,4989,4989,-0.9399633488595963,0.645378469284525,-0.9462249503901776,0.641969621333956,-0.8938911470970273,0.6522020105148252,0.0017994564625511467,0.02475722275352293,0.6019242333132893,0.6073361395069152
