schema,test_name,series,procedure,lag,n_observations,S,variance_ordinary,variance_hamed_rao,hamed_rao_correction_factor,Z,tau,p_value,trend,significant_0_05,sen_slope,sen_slope_ci_lower,sen_slope_ci_upper,sen_slope_confidence_level,sen_slope_unit,sen_slope_interval_method,period_start,period_end,validation_status
paper3-hamed-rao-sen-trend-v1,hamed_rao_mann_kendall_with_sen_slope,Party Brand Index,pymannkendall.hamed_rao_modification_test,3,34,221.0,4550.333333333333,4550.333333333333,1.0,3.2613775311183284,0.3939393939393939,0.001108723147897006,increasing,True,0.3554448268394239,0.14947720338355394,0.5408660694765884,0.95,Party Brand Index points per month,Sen (1968) rank-order interval using Hamed-Rao variance,2022-03,2024-12,pending independent numerical validation
