year_month,dimension,rep_mean,dem_mean,polarization,pol_ci_lower,pol_ci_upper,rep_n,dem_n,bootstrap_valid
2023-02,q4,42.63426743682137,10.778615659606496,31.855651777214874,21.38835738280731,41.67455789725332,36,208,5000
2023-03,q1,57.56177770596708,20.4359932385212,37.12578446744588,32.349852611702836,41.6908669255383,143,156,5000
2023-03,q2,48.064742783616545,11.445684287334263,36.61905849628228,31.366865530457282,41.78610706858436,109,92,5000
2023-03,q3,43.985243859407284,16.81719426315359,27.168049596253695,15.60604003020349,38.80295128124407,47,41,5000
2023-03,q4,59.28255839068441,13.596249648192304,45.6863087424921,37.34109724617255,53.0533032387133,79,58,5000
2023-04,q1,56.858974807268815,24.361075336978733,32.49789947029008,23.03691846719127,42.85055156481644,30,89,5000
2023-04,q2,43.41160882460232,16.053115825506694,27.358492999095624,14.61645084281471,39.35674515797755,15,56,5000
2023-04,q3,60.9410856239073,18.40523623381875,42.53584939008854,11.105382155091739,67.56680958230156,7,29,4996
2023-04,q4,54.901496496605574,18.444822954342918,36.456673542262656,12.514954265290584,56.719401798621206,11,37,5000
2023-05,q1,49.25624974026392,21.756948504492904,27.499301235771014,19.633955442913845,35.08112619327102,46,147,5000
2023-05,q2,34.88929080611284,13.879296483506517,21.009994322606325,9.533991598453897,32.95335323834763,28,72,5000
2023-05,q3,49.32344497368182,14.771631781520194,34.55181319216163,0.8341756671391058,63.7939211015126,10,28,4999
2023-05,q4,38.370306490345754,11.434820823461697,26.935485666884055,12.804959533434351,39.845919814672094,18,55,5000
2023-06,q1,44.802193661448314,19.088951581066723,25.71324208038159,19.086182940568374,32.6210616851792,57,121,5000
2023-06,q2,32.46685298290887,17.39271005709866,15.074142925810207,5.247396364700064,24.408379198883097,38,70,5000
2023-06,q3,17.472795858266466,9.05632298143727,8.416472876829195,-5.613214591304865,22.519037745061347,14,32,5000
2023-06,q4,40.66944255011521,12.793649410755048,27.87579313936016,13.740190037589448,41.091689984893925,22,54,5000
2023-07,q1,48.34937071163618,18.96629056508042,29.383080146555763,23.58190003277046,35.45973216813421,92,256,5000
2023-07,q2,30.302309434084584,20.39927281176154,9.903036622323043,2.906186105075066,17.064670378319978,62,195,5000
2023-07,q3,18.180590314600302,7.0016802983439375,11.178910016256363,2.6854540315504623,20.523531488895387,23,84,5000
2023-07,q4,43.49300706329264,7.548372014387355,35.94463504890528,27.785783846862063,43.95447784419375,41,142,5000
2023-08,q1,54.02223429926914,24.241151085718222,29.781083213550914,23.61745349521135,35.83060973652615,86,120,5000
2023-08,q2,37.812500175152344,29.635560504893434,8.17693967025891,-2.847621085535425,19.2936495625978,50,72,5000
2023-08,q3,26.25783895230449,17.065136626187925,9.192702326116564,-9.954302959112269,27.937039887267773,21,33,5000
2023-08,q4,46.00119644188783,13.768222827721887,32.23297361416594,21.527337224514476,42.90164028574293,40,63,5000
2023-09,q1,55.94335287094118,14.671421165327924,41.271931705613255,37.287794051916414,45.23943525438712,178,252,5000
2023-09,q2,34.3424632695711,14.13981049038205,20.202652779189048,13.713625740895845,27.01788413081122,84,132,5000
2023-09,q3,27.16889488121944,8.381233358133924,18.787661523085518,1.7627740410375683,39.012791123410736,19,46,5000
2023-09,q4,52.89597130160673,14.782218733595428,38.1137525680113,31.067462469037523,45.08151945871273,76,94,5000
2023-10,q1,55.8084439422045,15.028303597083568,40.78014034512093,37.076788038643656,44.31748342153263,236,255,5000
2023-10,q2,33.82384276020797,11.16452922606653,22.659313534141436,14.915688260993134,30.616793799671065,70,86,5000
2023-10,q3,36.10869776465478,27.202159759957496,8.906538004697282,-6.222148515579293,23.096383872636586,26,38,5000
2023-10,q4,51.185630873394096,18.604519657862777,32.58111121553132,26.38478387338729,38.90134710787909,128,148,5000
2023-11,q1,52.9377900564317,16.99494860851647,35.94284144791523,30.814964978805676,40.7012699404794,147,109,5000
2023-11,q2,36.112296003074334,28.799874728031657,7.312421275042677,-3.2179186203471035,17.30003567741755,51,43,5000
2023-11,q3,30.864014826361075,35.050203013317095,-4.18618818695602,-24.284649422842097,17.268266071410068,13,24,5000
2023-11,q4,58.24378091244771,27.65717809440184,30.586602818045872,21.312554720560676,39.45172742337368,74,70,5000
2023-12,q1,55.72038070735756,15.297099645913717,40.423281061443845,36.71521526800082,44.14056433762025,258,240,5000
2023-12,q2,33.59272765684376,13.297327628798332,20.29540002804543,13.8485347120614,26.943405921400196,86,114,5000
2023-12,q3,13.517214235460727,11.452799606733317,2.0644146287274108,-7.465382594084391,11.833561034377928,24,39,5000
2023-12,q4,73.18177084424585,27.774082401951777,45.407688442294074,39.69316091813056,50.87478028649157,178,130,5000
2024-01,q1,55.69711309529663,16.29459131642009,39.40252177887654,33.77213911135708,45.03891460475561,138,106,5000
2024-01,q2,27.632228050446987,14.48702283039046,13.145205220056527,2.893872049740294,23.285122946295882,46,42,5000
2024-01,q3,19.67071159162382,20.851020670016943,-1.1803090783931225,-21.104181485388,19.457900454979523,13,15,5000
2024-01,q4,64.01301017580923,28.33080679487881,35.68220338093042,27.37186164561615,43.41295860625119,81,59,5000
2024-02,q1,57.31763139278454,15.428430264617646,41.889201128166896,38.822072052130224,44.82400865596567,455,259,5000
2024-02,q2,29.844186990464955,17.152763779421537,12.691423211043418,6.53229900718374,18.64321667707395,179,127,5000
2024-02,q3,18.677049678712738,10.956919103332627,7.720130575380111,-1.2086358881399601,15.791223061151275,63,45,5000
2024-02,q4,53.938858501527804,24.431597861756696,29.507260639771108,24.095660601238805,34.90395806036396,247,135,5000
2024-03,q1,57.93497045409927,16.052096694223177,41.88287375987609,36.28259917304552,47.239255387738076,160,93,5000
2024-03,q2,32.720551215913076,11.498738153312226,21.22181306260085,12.471417328803321,29.638814209301316,50,54,5000
2024-03,q3,22.472473567598076,8.87403856384223,13.598435003755846,-0.4401457749875609,27.896843360796876,23,25,5000
2024-03,q4,37.901414200125416,16.21743782503281,21.683976375092605,11.999529535969659,30.852481675152312,59,44,5000
2024-04,q1,49.992135813068735,14.804464498222675,35.18767131484606,31.695486525188624,38.49486952970076,380,204,5000
2024-04,q2,29.678567196562735,13.710507395952243,15.968059800610492,9.429365173663745,22.01318976981161,139,53,5000
2024-04,q3,27.94602282210201,19.803172970670843,8.142849851431166,-5.196736067913714,19.710378537949286,52,27,5000
2024-04,q4,47.77458060939558,24.833338863256518,22.94124174613906,15.321404223063091,30.30175156013376,155,86,5000
2024-05,q1,54.341024863737445,18.531903958439656,35.80912090529779,29.019659099291186,42.7322832528401,63,104,5000
2024-05,q2,26.782967326826846,17.15938150698341,9.623585819843434,-3.3133278160834267,22.525539993969176,24,39,5000
2024-05,q3,38.15775185602947,8.784427899250549,29.373323956778922,6.378931190947874,53.17225008686099,12,13,5000
2024-05,q4,51.531251607278556,6.258673696691938,45.27257791058662,32.40344255894446,58.61115128083777,24,26,5000
2024-06,q1,61.059112923159134,14.577037248852196,46.48207567430694,39.882905755091784,52.95590259559305,70,166,5000
2024-06,q2,39.704570855818204,10.487889128734675,29.21668172708353,18.479857650938595,39.57654169931006,34,113,5000
2024-06,q3,36.909717796572835,10.010278175056555,26.89943962151628,1.1351860346758569,53.10083623020187,10,53,5000
2024-06,q4,48.61505583858571,9.958315196735835,38.65674064184988,23.58554661115738,52.827309033540274,22,83,5000
2024-07,q1,57.55916323464023,15.505106521777888,42.05405671286234,37.34682572993213,46.6653383653553,123,107,5000
2024-07,q2,41.02934449647211,11.018796486488158,30.010548009983957,22.656713492745148,37.49866965161571,73,73,5000
2024-07,q3,32.45262436132794,9.458970860784127,22.993653500543815,7.315180631551625,39.57415394259824,25,44,5000
2024-07,q4,25.526700570498605,9.112068384899448,16.414632185599157,7.47686320084428,25.849340169286513,58,63,5000
2024-08,q1,60.582178863560415,20.08036454242116,40.50181432113925,29.09219778539394,51.557683447844056,36,54,5000
2024-08,q2,41.098316946823026,17.260552632240106,23.83776431458292,4.8028750586026465,41.931043337157384,18,27,5000
2024-08,q3,27.220827000370516,8.725890517453545,18.49493648291697,,,3,4,4691
2024-08,q4,56.672324777502816,11.738738248950433,44.93358652855238,15.88083968913795,71.68796679372582,6,11,4988
2024-09,q1,60.14291473482905,21.74011653738444,38.40279819744461,33.428317550970576,43.09553889341094,112,126,5000
2024-09,q2,49.72208608683983,12.983979935745612,36.738106151094215,31.526711603689073,41.72065829108368,84,65,5000
2024-09,q3,19.434874805772168,5.307755317935717,14.12711948783645,2.0126751792843405,27.16232278836482,21,23,5000
2024-09,q4,49.17207151651953,9.609495507808608,39.56257600871092,24.801965645683893,52.53978518073422,24,36,5000
2024-10,q1,60.536938435172374,20.450687795177142,40.08625063999523,33.236367387674505,46.836119254582286,84,69,5000
2024-10,q2,50.753973425186835,11.532670092008876,39.22130333317796,31.18536415449623,46.956785520508106,53,34,5000
2024-10,q3,9.095400872096388,4.031164344266126,5.0642365278302615,-1.990100610011871,13.142703744589486,14,17,5000
2024-10,q4,38.08366914456665,14.549676655185273,23.533992489381376,8.502292222364938,36.29343257184207,24,29,5000
2024-11,q1,59.38439124765692,18.29759201684732,41.0867992308096,37.23456377028746,44.76966193561548,257,187,5000
2024-11,q2,38.096723409337166,16.08165622424494,22.015067185092224,15.936214344767267,27.710800501497328,151,78,5000
2024-11,q3,17.121619471902676,11.94917434671972,5.172445125182955,-2.0810561055235515,12.525370191186173,54,48,5000
2024-11,q4,24.828182377896926,11.20370650794285,13.624475869954075,5.321781144683276,21.563024770985816,77,43,5000
2024-12,q1,58.38996049524176,23.453040905629006,34.93691958961276,27.49202767734554,41.68779692401031,117,59,5000
2024-12,q2,32.42669157161143,13.414828615198818,19.01186295641261,9.447857263424856,27.898218410813175,65,25,5000
2024-12,q3,18.765633008914584,7.566681326859306,11.198951682055277,-1.7870655061277945,24.928790317470842,23,10,5000
2024-12,q4,29.780165974113775,13.552950124048321,16.227215850065456,3.5456886887449497,29.32979408889583,38,16,5000
