replicate,ar_order,primary_fixed_order,phi,bic_ar0,bic_ar1,bic_preferred_ar_order,republican_intercept,republican_polarization,republican_time,democrat_intercept,democrat_polarization,democrat_time,polarization_effect_contrast
20,1,False,-0.2120248584523578,524.7843357111464,527.0485717650429,0,38.1289768431265,0.4238191692549769,-0.7425517878007643,19.61341575901373,0.13351645247617386,-0.043266743466071934,0.29030271677880304
21,0,True,0.0,501.23299107977215,504.59401565988566,0,38.879316858322284,0.6879272736403653,-0.891877747925455,18.99448529411765,-0.004209232294961566,0.1297077194543592,0.6921365059353269
21,1,False,0.06754620360186779,501.23299107977215,504.59401565988566,0,38.91292954125472,0.769233740412257,-0.9403137988533598,18.984522544025268,-0.004706576132978541,0.12578203365150423,0.7739403165452355
22,0,True,0.0,520.4345584250964,523.8813567500891,0,38.94200805322129,0.4259097187560068,-0.9089882551026947,19.569502801120453,-0.007850497189725917,0.03229959054706034,0.4337602159457327
22,1,False,-0.054327030158434285,520.4345584250964,523.8813567500891,0,38.92552610126085,0.3386311253595883,-0.849561479012193,19.5657133981329,-0.005727978902331805,0.03167167555333397,0.34435910426192007
23,0,True,0.0,529.6191319781585,526.0604643618833,1,41.53178365644504,-0.3859374042822017,-0.9243139873511286,20.803746498599445,-0.6801437114194414,0.3867461544602646,0.2942063071372397
23,1,False,0.35240758424191726,529.6191319781585,526.0604643618833,1,41.3712828543407,-0.4401319253013161,-0.9236573929977228,21.12028987440173,-0.7081922734119251,0.49046426403037974,0.268060348110609
24,0,True,0.0,517.8358157475593,521.1509406422641,0,39.90992647058826,0.24347472947530102,-0.627825470961082,20.203877005347596,0.06831918304059986,0.09281432536266995,0.17515554643470116
24,1,False,-0.07859059671315972,517.8358157475593,521.1509406422641,0,39.884414991186496,0.152076436996468,-0.5848992031284378,20.20274920743461,0.08469473858149056,0.08424588889931872,0.06738169841497745
25,0,True,0.0,489.81378403474866,493.16195916661263,0,40.30593487394958,-0.40126109576816194,-0.7343818904214869,19.458683473389353,-0.18802578912777,0.1677037276083747,-0.21323530664039195
25,1,False,-0.05807116330602145,489.81378403474866,493.16195916661263,0,40.304783687441144,-0.41678708169012135,-0.7278723908183579,19.472072893303135,-0.20931411270073885,0.17811675719498504,-0.2074729689893825
26,0,True,0.0,528.0188955782252,530.3359592215571,0,40.34264122315593,-0.040328689960339725,-0.8026122222060169,19.16526610644258,0.07194036297890656,-0.016421695284515623,-0.11226905293924629
26,1,False,-0.16232292272990986,528.0188955782252,530.3359592215571,0,40.31003905879965,-0.21856134912079692,-0.7018643785343591,19.19156495282133,0.11066284310581292,-0.029016722356358965,-0.3292241922266098
27,0,True,0.0,530.6422283374982,534.159642414865,0,38.79035364145659,0.18689536430372522,-0.7786512572763172,19.41202731092437,-0.10771400081347486,0.03322113970717789,0.2946093651172001
27,1,False,-0.013339397898124654,530.6422283374982,534.159642414865,0,38.78519830730254,0.179892609227524,-0.7742882742694914,19.415642894008233,-0.10300209364695212,0.03176944764524228,0.28289470287447616
28,0,True,0.0,511.23695035563236,514.7176924175249,0,39.502831625074286,-0.011563514998961577,-0.6082654757857668,18.42670401493931,-0.07164304489420864,0.14291092507739142,0.060079529895247064
28,1,False,0.03219028492094224,511.23695035563236,514.7176924175249,0,39.513640180416196,0.019911193828021725,-0.6253736129685603,18.415166219892278,-0.07785811339426002,0.14241608824774424,0.09776930722228175
29,0,True,0.0,512.9814548992074,514.2272989395782,0,39.934363328664816,-0.038342429664753444,-0.5945910571736444,20.4718137254902,-0.23009874765191163,0.20656318959044617,0.1917563179871582
29,1,False,0.1947775106070639,512.9814548992074,514.2272989395782,0,40.001828421217006,0.07510608366384457,-0.655700201648701,20.412296156119638,-0.24693068752380765,0.21040218719883136,0.3220367711876522
30,0,True,0.0,514.7466009270039,517.795098783452,0,39.460521708683494,0.17065046666464911,-0.9692565113360598,20.76453081232493,-0.04349771037806521,0.24356826113967417,0.21414817704271433
30,1,False,0.10424514139195025,514.7466009270039,517.795098783452,0,39.517667463074964,0.27697856331108606,-1.0254462302181668,20.773546333435835,-0.05581656453756393,0.24774181122347433,0.33279512784865
31,0,True,0.0,533.4193191179509,532.5734868791732,1,40.5527676979883,-0.15185058508383184,-0.7346529574810616,18.96752450980393,0.051401140209533666,-0.06601484509008657,-0.2032517252933655
31,1,False,-0.30717023907967733,533.4193191179509,532.5734868791732,1,40.540490045752826,-0.4320007365482798,-0.5887136590097227,19.011712338267316,0.1537424107337996,-0.10307555153653085,-0.5857431472820794
32,0,True,0.0,490.6005752730972,494.0883442354872,0,38.638976423902896,-0.5923641074492404,-0.3594234255484081,19.35591736694678,-0.057017441957153636,0.08027415788802023,-0.5353466654920868
32,1,False,0.030643876714469002,490.6005752730972,494.0883442354872,0,38.640892733707815,-0.5694042541503244,-0.37079669019688494,19.346899850847468,-0.06081441005270979,0.07983927840798011,-0.5085898440976145
