year_month,party,dimension,mean,ci_lower,ci_upper,raw_iqr,raw_iqr_ci_lower,raw_iqr_ci_upper,n_articles,bootstrap_valid_mean,bootstrap_valid_raw_iqr
2022-10,democrat,q1,20.100787639660773,17.517768112206646,22.851605711637387,20.0,13.333333333333329,30.0,202,5000,5000
2022-10,democrat,q2,10.870354187776565,8.309700545238663,13.691717428581045,10.0,10.0,20.0,154,5000,5000
2022-10,democrat,q3,5.447249859782547,2.3869502296612435,9.616820571384139,1.25,0.0,10.0,64,5000,5000
2022-10,democrat,q4,14.098051040201229,10.051920897006298,18.606538365665312,20.0,10.0,20.0,77,5000,5000
2022-10,republican,q1,59.44555660589076,54.69446351025019,64.01638618662568,23.92857142857143,15.499492296918767,39.54250408496731,87,5000,5000
2022-10,republican,q2,31.42517176202185,24.219728575248325,38.12323386261454,50.0,32.5,51.25,50,5000,5000
2022-10,republican,q3,16.03369688452275,5.690829950034394,28.622396115970286,25.0,2.5,50.0,13,5000,4995
2022-10,republican,q4,56.25225479130277,45.878055336090306,66.13360136917963,30.0,18.75,60.0,43,5000,5000
2022-11,democrat,q1,23.441498634736146,19.369318434384265,27.844626495805564,41.25,23.33333333333333,50.0,142,5000,5000
2022-11,democrat,q2,17.371813965200438,12.699975516629813,22.362938483091977,20.0,10.0,50.0,88,5000,5000
2022-11,democrat,q3,18.328151877542044,8.153457761159281,30.3698082190445,20.0,0.0,50.0,37,5000,5000
2022-11,democrat,q4,22.15524368457111,15.232265245727096,29.672717385259507,22.5,20.0,50.0,60,5000,5000
2022-11,republican,q1,59.128593392043,54.57876573279627,63.73320421011714,32.5,22.493750000000002,37.1875,91,5000,5000
2022-11,republican,q2,26.524848669958004,17.617308083487497,35.45864028011472,22.5,13.75,45.0,31,5000,5000
2022-11,republican,q3,16.45690934139947,5.826592056217043,30.65680198140352,20.0,7.5,50.0,17,5000,5000
2022-11,republican,q4,52.34410196736381,42.85269414228473,61.18113783674077,32.00000000000001,10.0,70.0,36,5000,5000
2022-12,democrat,q1,13.083433162823965,11.207946140091842,15.020334460412661,15.625,10.0,20.0,236,5000,5000
2022-12,democrat,q2,9.100850858255251,7.146741242527584,11.252855735613144,10.0,10.0,15.0,143,5000,5000
2022-12,democrat,q3,10.81972190039361,6.863731162655943,15.627805599598128,17.5,10.0,20.0,54,5000,5000
2022-12,democrat,q4,9.656595510322203,7.303231801763199,12.260231909825801,10.0,10.0,20.0,113,5000,5000
2022-12,republican,q1,54.70506858683234,50.23296231902107,59.17143270181478,33.75,26.25,37.5,97,5000,5000
2022-12,republican,q2,34.58994285005839,27.86789438906473,41.755643196743335,40.9375,25.0,51.66666666666667,46,5000,5000
2022-12,republican,q3,14.50036385740552,4.123377303546733,34.06282675504222,25.0,2.5,80.0,10,5000,4950
2022-12,republican,q4,56.49384236099913,44.791972190678116,67.22252194139367,45.0,25.0,70.0,37,5000,5000
2023-01,democrat,q1,16.861436908724805,14.47810817031607,19.413361709527276,17.5,14.583333333333332,22.5,218,5000,5000
2023-01,democrat,q2,11.429443181752765,8.693564129309426,14.541420095644689,10.0,10.0,20.0,116,5000,5000
2023-01,democrat,q3,16.031960430581,10.007652904475332,23.0292551505755,20.0,10.0,50.0,48,5000,5000
2023-01,democrat,q4,10.452599085436832,7.185311366843968,14.287144958903387,12.5,10.0,20.0,71,5000,5000
2023-01,republican,q1,48.65791553032688,41.22991575520442,55.46584011503357,47.5,31.25,67.5,57,5000,5000
2023-01,republican,q2,40.6289775509649,25.45538410670722,57.03993804218057,62.5,30.0,80.0,23,5000,5000
2023-01,republican,q3,0.0,,,,,,1,3156,96
2023-01,republican,q4,49.05339236726731,33.554520297381394,63.03002297915755,72.5,22.5,85.0,24,5000,5000
2023-02,democrat,q1,13.5523583948138,12.080869868783903,15.0553441798008,18.0,13.0,20.0,396,5000,5000
2023-02,democrat,q2,8.81414748787231,7.520340606759819,10.29629245125021,10.0,10.0,10.0,346,5000,5000
2023-02,democrat,q3,9.046637510730903,6.747429701081744,11.580086876689704,10.0,10.0,20.0,161,5000,5000
2023-02,democrat,q4,10.778615659606496,8.730907980232253,13.140663896392638,10.0,10.0,20.0,208,5000,5000
2023-02,republican,q1,48.93973071404313,44.050211647466064,53.852208951925164,55.0,35.5,65.0,115,5000,5000
2023-02,republican,q2,30.422778349118918,23.368381820979074,37.80933086108604,48.333333333333336,40.0,58.125,54,5000,5000
2023-02,republican,q3,39.494249374689964,26.80864488364699,52.8868920647709,70.0,27.5,80.0,31,5000,5000
2023-02,republican,q4,42.63426743682137,32.27435578891984,52.44656649263514,53.125,25.0,72.5,36,5000,5000
2023-03,democrat,q1,20.4359932385212,17.293261012267852,23.73879444874211,21.25,10.0,35.0,156,5000,5000
2023-03,democrat,q2,11.445684287334263,8.540137462191524,14.787718480462576,12.5,10.0,20.0,92,5000,5000
2023-03,democrat,q3,16.81719426315359,10.046581246953325,23.855020342921208,25.0,13.333333333333334,40.0,41,5000,5000
2023-03,democrat,q4,13.596249648192304,9.008248168414102,19.2108423800803,18.75,10.0,20.0,58,5000,5000
2023-03,republican,q1,57.56177770596708,54.247812021159774,60.73705031059634,26.904761904761912,24.998863636363637,31.87604166666665,143,5000,5000
2023-03,republican,q2,48.064742783616545,43.69749481855748,52.56250276230936,40.0,25.0,48.33333333333333,109,5000,5000
2023-03,republican,q3,43.985243859407284,34.8375242583335,53.29214089253223,70.0,40.0,80.0,47,5000,5000
2023-03,republican,q4,59.28255839068441,53.85072869800179,64.37213121788903,30.0,21.666666666666657,40.0,79,5000,5000
2023-04,democrat,q1,24.361075336978733,19.43841287692021,29.540253659948895,30.0,18.328125,50.0,89,5000,5000
2023-04,democrat,q2,16.053115825506694,11.684775122649285,20.848570176572984,20.0,20.0,50.0,56,5000,5000
2023-04,democrat,q3,18.40523623381875,11.799174667975617,25.463641154400758,30.0,20.0,50.0,29,5000,5000
2023-04,democrat,q4,18.444822954342918,11.376260332544247,26.302655666088274,20.0,10.0,50.0,37,5000,5000
2023-04,republican,q1,56.858974807268815,47.920836629733934,65.91000605068886,32.5,22.5,50.05882352941176,30,5000,5000
2023-04,republican,q2,43.41160882460232,31.8290970558473,54.490621042907705,19.125,4.5,60.0,15,5000,4999
2023-04,republican,q3,60.9410856239073,30.55812531838596,85.10936602399201,30.0,,,7,4996,4626
2023-04,republican,q4,54.901496496605574,32.04319498098855,74.06030058346312,42.5,15.0,70.0,11,5000,4981
2023-05,democrat,q1,21.756948504492904,18.59056277321417,25.0572130272893,27.500000000000004,15.0,35.0,147,5000,5000
2023-05,democrat,q2,13.879296483506517,10.185258497404496,17.963711305149488,16.25,6.25,20.0,72,5000,5000
2023-05,democrat,q3,14.771631781520194,7.309760732316455,24.717150125252616,22.5,10.0,50.0,28,5000,5000
2023-05,democrat,q4,11.434820823461697,7.514023331478422,16.405442029467853,10.0,7.5,20.0,55,5000,5000
2023-05,republican,q1,49.25624974026392,42.190738859673345,56.249378987270454,38.03125,21.82991071428571,62.91666666666667,46,5000,5000
2023-05,republican,q2,34.88929080611284,24.56275570687947,45.835740544790596,55.0,24.375,71.25,28,5000,5000
2023-05,republican,q3,49.32344497368182,16.419729318688223,77.18652965886642,82.8125,5.0,96.25,10,4999,4959
2023-05,republican,q4,38.370306490345754,24.624015426394678,51.211175075916145,57.5,27.5,70.0,18,5000,5000
2023-06,democrat,q1,19.088951581066723,15.683335516666647,22.72074592437937,15.0,10.0,22.5,121,5000,5000
2023-06,democrat,q2,17.39271005709866,12.195817640034035,23.323285158800232,20.0,11.666666666666668,50.0,70,5000,5000
2023-06,democrat,q3,9.05632298143727,3.4211925921000486,16.150419290002482,10.0,0.0,20.0,32,5000,5000
2023-06,democrat,q4,12.793649410755048,8.041531550523674,18.73577765228529,20.0,10.0,20.0,54,5000,5000
2023-06,republican,q1,44.802193661448314,39.11938520523152,50.604326210330676,45.0,27.5,60.0,57,5000,5000
2023-06,republican,q2,32.46685298290887,23.601143559239897,41.179905551170826,47.5,33.33333333333333,60.0,38,5000,5000
2023-06,republican,q3,17.472795858266466,5.0761630128764335,30.49157295340549,23.75,0.0,53.333333333333336,14,5000,4997
2023-06,republican,q4,40.66944255011521,27.20201515056047,53.24060348177728,44.6875,22.5,65.0,22,5000,5000
2023-07,democrat,q1,18.96629056508042,16.635948480524537,21.29194880524118,23.541666666666664,15.0,28.75,256,5000,5000
2023-07,democrat,q2,20.39927281176154,17.74169328424573,23.27110172167086,30.83333333333333,20.0,45.0,195,5000,5000
2023-07,democrat,q3,7.0016802983439375,4.854509019590785,9.423867100152066,10.0,10.0,16.25,84,5000,5000
2023-07,democrat,q4,7.548372014387355,5.536812223577464,9.864911452506693,10.0,10.0,13.333333333333334,142,5000,5000
2023-07,republican,q1,48.34937071163618,43.002622164138316,53.77607199836226,60.416666666666664,39.375,67.5,92,5000,5000
2023-07,republican,q2,30.302309434084584,23.872180163070446,37.164865275871215,50.0,35.0,55.0,62,5000,5000
2023-07,republican,q3,18.180590314600302,10.18051489577204,27.314725652922768,20.0,10.0,43.75,23,5000,5000
2023-07,republican,q4,43.49300706329264,35.153292365597615,51.75151376693546,37.5,17.5,55.0,41,5000,5000
2023-08,democrat,q1,24.241151085718222,20.133401782265533,28.62027244854056,28.208333333333332,16.666666666666668,42.708333333333336,120,5000,5000
2023-08,democrat,q2,29.635560504893434,22.464129807315423,37.50130980545297,50.0,25.0,50.0,72,5000,5000
2023-08,democrat,q3,17.065136626187925,7.18244138939143,30.568727388835512,20.0,7.5,50.0,33,5000,5000
2023-08,democrat,q4,13.768222827721887,9.499696093247913,18.503649424937247,20.0,10.0,20.0,63,5000,5000
2023-08,republican,q1,54.02223429926914,49.6330285167162,58.57690700863908,33.0,28.0,42.53125,86,5000,5000
2023-08,republican,q2,37.812500175152344,29.600041649529118,46.34719085278697,58.75,40.0,65.0,50,5000,5000
2023-08,republican,q3,26.25783895230449,11.949657153925612,42.29281443532253,50.0,10.0,67.5,21,5000,5000
2023-08,republican,q4,46.00119644188783,36.419627957839324,55.722703027013964,51.25,35.16250000000001,73.33333333333333,40,5000,5000
2023-09,democrat,q1,14.671421165327924,12.730966367554538,16.71950075656565,16.666666666666668,15.0,20.0,252,5000,5000
2023-09,democrat,q2,14.13981049038205,10.92185739974754,17.70906465746409,15.625,10.0,20.0,132,5000,5000
2023-09,democrat,q3,8.381233358133924,4.975050555032921,12.246116739404169,10.0,5.406250000000003,25.0,46,5000,5000
2023-09,democrat,q4,14.782218733595428,11.255552370128486,18.71711552057745,20.0,16.25,30.0,94,5000,5000
2023-09,republican,q1,55.94335287094118,52.3685122253584,59.52755662598515,36.70833333333333,27.916666666666657,42.5,178,5000,5000
2023-09,republican,q2,34.3424632695711,28.544637907230165,40.41813606656709,50.0,40.0,55.0,84,5000,5000
2023-09,republican,q3,27.16889488121944,10.519641313634448,47.245425889257625,25.0,10.0,65.0,19,5000,5000
2023-09,republican,q4,52.89597130160673,46.16109614898417,59.408757858281085,41.25,25.0,60.0,76,5000,5000
2023-10,democrat,q1,15.028303597083568,12.862136681873839,17.289396808623827,20.0,15.0,20.0,255,5000,5000
2023-10,democrat,q2,11.16452922606653,7.818349419011631,15.20800326722322,10.0,9.375,12.5,86,5000,5000
2023-10,democrat,q3,27.202159759957496,18.461636293146537,36.864277499996824,49.0,40.0,50.0,38,5000,5000
2023-10,democrat,q4,18.604519657862777,15.242142221759739,22.17861796302187,23.749999999999996,20.0,35.0,148,5000,5000
2023-10,republican,q1,55.8084439422045,53.10818770350337,58.50135636917918,34.37499999999999,29.375,40.0,236,5000,5000
2023-10,republican,q2,33.82384276020797,27.280852433889088,40.89836152600435,56.5625,48.75,60.0,70,5000,5000
2023-10,republican,q3,36.10869776465478,23.971339865415015,48.207457801226525,50.0,27.5,70.0,26,5000,5000
2023-10,republican,q4,51.185630873394096,46.14414179172322,56.32070527147623,40.0,25.0,52.5,128,5000,5000
2023-11,democrat,q1,16.99494860851647,13.746227175403698,20.60862531766504,20.0,15.0,28.0,109,5000,5000
2023-11,democrat,q2,28.799874728031657,20.78421130826618,36.93889474914221,50.0,32.49583333333334,60.0,43,5000,5000
2023-11,democrat,q3,35.050203013317095,25.281347074524913,44.16998756631301,32.5,0.0,50.0,24,5000,5000
2023-11,democrat,q4,27.65717809440184,20.914299928078997,34.75581789632269,50.0,40.0,50.0,70,5000,5000
2023-11,republican,q1,52.9377900564317,49.28536286064024,56.56252643255342,38.92857142857143,33.125,45.208333333333336,147,5000,5000
2023-11,republican,q2,36.112296003074334,28.695419938444577,43.61838132545261,50.0,32.5,65.0,51,5000,5000
2023-11,republican,q3,30.864014826361075,14.393014358689909,48.03664450748886,50.0,12.5,75.0,13,5000,4993
2023-11,republican,q4,58.24378091244771,52.26308975605567,64.08173642734138,35.0,30.0,51.257812499999886,74,5000,5000
2023-12,democrat,q1,15.297099645913717,13.080244556132188,17.53349073882428,20.0,15.0,20.0,240,5000,5000
2023-12,democrat,q2,13.297327628798332,10.431674364386044,16.468202648650234,20.0,10.0,20.0,114,5000,5000
2023-12,democrat,q3,11.452799606733317,5.425256831371167,18.289247225143143,10.0,5.0,20.0,39,5000,5000
2023-12,democrat,q4,27.774082401951777,22.981556495198657,32.71131574390953,50.0,40.0,50.0,130,5000,5000
2023-12,republican,q1,55.72038070735756,52.98833046362738,58.498703782853184,34.708333333333336,29.0,39.08541666666663,258,5000,5000
2023-12,republican,q2,33.59272765684376,27.886413573913924,39.50916533000929,50.0,40.0,60.0,86,5000,5000
2023-12,republican,q3,13.517214235460727,7.129529945605999,21.03508202402558,21.25,10.0,50.0,24,5000,5000
2023-12,republican,q4,73.18177084424585,70.21279568939728,75.97994312938687,12.232142857142861,10.0,20.0,178,5000,5000
2024-01,democrat,q1,16.29459131642009,12.611948928565667,20.459273827700454,20.0,14.375,20.0,106,5000,5000
2024-01,democrat,q2,14.48702283039046,9.255071249281666,20.47958906197059,13.75,5.0,30.0,42,5000,5000
2024-01,democrat,q3,20.851020670016943,9.165015602195249,36.162683268696945,50.0,12.5,50.0,15,5000,4999
2024-01,democrat,q4,28.33080679487881,22.094789355765627,35.060247045812865,40.0,27.5,50.0,59,5000,5000
2024-01,republican,q1,55.69711309529663,51.65096348632753,59.939790388328696,41.5,30.0,48.75,138,5000,5000
2024-01,republican,q2,27.632228050446987,19.52562837888116,35.60722410931017,45.0,21.239583333333336,55.0,46,5000,5000
2024-01,republican,q3,19.67071159162382,6.973459461947415,35.94666361973557,50.0,2.5,62.5,13,5000,4998
2024-01,republican,q4,64.01301017580923,58.243521612885495,69.30044321575178,30.0,20.0,35.0,81,5000,5000
2024-02,democrat,q1,15.428430264617646,13.286679616430959,17.627543408390952,20.0,15.0,20.0,259,5000,5000
2024-02,democrat,q2,17.152763779421537,13.374930259989846,21.395826716684645,20.0,7.5,20.0,127,5000,5000
2024-02,democrat,q3,10.956919103332627,5.818484582062883,17.791283640920696,15.0,10.0,20.0,45,5000,5000
2024-02,democrat,q4,24.431597861756696,20.17170869341985,28.995894189004915,40.0,27.48958333333333,50.0,135,5000,5000
2024-02,republican,q1,57.31763139278454,55.22571522665618,59.46740331734622,36.666666666666664,31.785714285714285,40.0,455,5000,5000
2024-02,republican,q2,29.844186990464955,25.597426199504596,34.219323315466134,50.0,43.333333333333336,60.0,179,5000,5000
2024-02,republican,q3,18.677049678712738,13.05091525121561,24.843624857826438,41.66666666666667,10.0,50.0,63,5000,5000
2024-02,republican,q4,53.938858501527804,50.31111480871199,57.50402583058332,50.833333333333336,37.5,60.0,247,5000,5000
2024-03,democrat,q1,16.052096694223177,12.714650147421679,19.840597537806083,13.333333333333332,7.2458333333333345,15.625,93,5000,5000
2024-03,democrat,q2,11.498738153312226,7.791337813803774,15.509628352475717,10.0,6.666666666666667,23.33333333333333,54,5000,5000
2024-03,democrat,q3,8.87403856384223,2.7618281071489084,18.536569081800035,10.0,0.0,20.0,25,5000,5000
2024-03,democrat,q4,16.21743782503281,10.906586787000425,22.527713208119284,10.0,2.5,36.25,44,5000,5000
2024-03,republican,q1,57.93497045409927,53.63608499856699,62.26985076247425,40.0,34.15625000000001,50.0,160,5000,5000
2024-03,republican,q2,32.720551215913076,25.022704947019747,40.32507611152141,40.0,25.0,50.0,50,5000,5000
2024-03,republican,q3,22.472473567598076,11.048281345256385,34.72708610608593,50.0,10.0,60.0,23,5000,5000
2024-03,republican,q4,37.901414200125416,30.387569858918624,45.346004444519934,44.166666666666664,30.0,60.0,59,5000,5000
2024-04,democrat,q1,14.804464498222675,12.543739898436392,17.219025771152285,20.0,16.666666666666668,24.171874999999922,204,5000,5000
2024-04,democrat,q2,13.710507395952243,9.09981135239083,19.238389451401808,12.5,10.0,31.666666666666668,53,5000,5000
2024-04,democrat,q3,19.803172970670843,10.772675193392777,30.795670170856585,50.0,15.0,50.0,27,5000,5000
2024-04,democrat,q4,24.833338863256518,18.91165609799492,31.161869427716788,33.75,20.0,50.0,86,5000,5000
2024-04,republican,q1,49.992135813068735,47.638373559137975,52.41100243965121,43.75,39.16666666666667,52.5,380,5000,5000
2024-04,republican,q2,29.678567196562735,25.32878759213188,34.28120925736211,40.0,33.75,50.0,139,5000,5000
2024-04,republican,q3,27.94602282210201,20.49423494847631,35.386794239281016,50.0,38.0,50.0,52,5000,5000
2024-04,republican,q4,47.77458060939558,42.77321869808326,52.828726680895684,55.0,50.0,66.25,155,5000,5000
2024-05,democrat,q1,18.531903958439656,15.180531695460727,22.007640533182762,23.541666666666668,14.375,38.75,104,5000,5000
2024-05,democrat,q2,17.15938150698341,11.713554244186279,23.685340910744262,15.0,8.333333333333332,45.0,39,5000,5000
2024-05,democrat,q3,8.784427899250549,2.324170396617599,16.918048516221752,20.0,0.0,30.0,13,5000,4994
2024-05,democrat,q4,6.258673696691938,3.4825710114621122,9.076457987527984,10.0,7.5,10.0,26,5000,5000
2024-05,republican,q1,54.341024863737445,48.10552897992779,60.64291721397558,47.25,32.5,60.0,63,5000,5000
2024-05,republican,q2,26.782967326826846,15.278853544816055,39.00829978043456,50.0,25.0,65.0,24,5000,5000
2024-05,republican,q3,38.15775185602947,16.00373462218017,61.11467812348506,57.5,15.0,90.0,12,5000,4987
2024-05,republican,q4,51.531251607278556,38.498340479423064,64.51722869865772,45.0,20.0,80.0,24,5000,5000
2024-06,democrat,q1,14.577037248852196,12.263586438375176,17.06024635296028,15.0,10.0,17.875,166,5000,5000
2024-06,democrat,q2,10.487889128734675,8.583620120970728,12.623085757954497,8.0,5.0,15.0,113,5000,5000
2024-06,democrat,q3,10.010278175056555,5.688004810352062,15.454781221520335,20.0,10.0,20.0,53,5000,5000
2024-06,democrat,q4,9.958315196735835,7.190104839724082,13.394169860882494,10.0,6.666666666666667,20.0,83,5000,5000
2024-06,republican,q1,61.059112923159134,54.89319656737546,67.10723391340741,30.0,20.625,48.33333333333333,70,5000,5000
2024-06,republican,q2,39.704570855818204,29.337157607783976,49.68241150685948,52.5,26.25,66.66666666666667,34,5000,5000
2024-06,republican,q3,36.909717796572835,11.90548941681541,62.175901919207206,45.833333333333336,6.25,100.0,10,5000,4943
2024-06,republican,q4,48.61505583858571,34.228174388015304,62.458535967429704,50.0,20.0,65.0,22,5000,5000
2024-07,democrat,q1,15.505106521777888,12.166157244792618,19.14166197962445,19.0,10.0,24.375,107,5000,5000
2024-07,democrat,q2,11.018796486488158,7.527627760923014,14.818441826367875,10.0,10.0,20.0,73,5000,5000
2024-07,democrat,q3,9.458970860784127,5.549944919846585,14.08727696642638,11.25,9.166666666666666,20.0,44,5000,5000
2024-07,democrat,q4,9.112068384899448,5.9233165489815365,12.97237548885838,10.0,10.0,20.0,63,5000,5000
2024-07,republican,q1,57.55916323464023,53.89710136811772,60.95033911138802,26.666666666666664,24.24791666666667,36.666666666666664,123,5000,5000
2024-07,republican,q2,41.02934449647211,34.326313625014556,47.660417616096105,57.5,40.0,68.75,73,5000,5000
2024-07,republican,q3,32.45262436132794,17.50406496020043,48.18596768507405,70.0,21.25,78.125,25,5000,5000
2024-07,republican,q4,25.526700570498605,17.407531777621422,34.026423044018046,40.0,30.0,50.0,58,5000,5000
2024-08,democrat,q1,20.08036454242116,14.5500706552848,26.00223582388334,20.0,10.0,35.0,54,5000,5000
2024-08,democrat,q2,17.260552632240106,9.606679534855553,26.36301655739356,20.0,10.0,50.0,27,5000,5000
2024-08,democrat,q3,8.725890517453545,0.0,19.999999999999996,5.0,,,4,4911,2836
2024-08,democrat,q4,11.738738248950433,3.222392913914626,23.92135202185872,12.5,0.0,62.5,11,5000,4988
2024-08,republican,q1,60.582178863560415,50.80963269830934,69.8867857691711,25.0,5.0,57.5,36,5000,5000
2024-08,republican,q2,41.098316946823026,24.8595195597679,57.09458780751484,60.0,24.166666666666664,70.0,18,5000,5000
2024-08,republican,q3,27.220827000370516,0.0,50.00000000000001,,,,3,4766,1777
2024-08,republican,q4,56.672324777502816,23.973376599024842,84.49077545638693,55.0,,,6,4988,4322
2024-09,democrat,q1,21.74011653738444,18.395771388617174,25.169515832456504,23.833333333333332,16.5,32.5,126,5000,5000
2024-09,democrat,q2,12.983979935745612,9.780569617331164,16.354016392939666,20.0,10.0,20.0,65,5000,5000
2024-09,democrat,q3,5.307755317935717,0.6927735393325856,10.515589192857572,0.0,0.0,25.0,23,5000,5000
