ar_order,party,diagnostic_lag,innovation_acf_at_lag,ljung_box_statistic,ljung_box_p_value,contemporaneous_innovation_correlation
0,republican,4,0.06127436924546772,7.567805037453473,0.10875627834123475,-0.2736929960438072
0,republican,8,-0.30446150580102416,14.500501827149298,0.0696172134136086,-0.2736929960438072
0,democrat,4,-0.06767784034648013,1.9170486312239814,0.751012467513648,-0.2736929960438072
0,democrat,8,-0.052471845373412186,6.411672265398893,0.6012207470651918,-0.2736929960438072
1,republican,4,0.04284154535721115,5.7845929944697,0.21582289145378233,-0.43659140946064956
1,republican,8,-0.33612130106094296,14.548154866695072,0.06855014398861897,-0.43659140946064956
1,democrat,4,-0.07145114790808568,4.85894990387787,0.302078676382058,-0.43659140946064956
1,democrat,8,-0.07188103094920262,8.515488940700676,0.384799803676537,-0.43659140946064956
