model_id,series,minseglen,year_month,observed,structural_regime_mean,one_step_ar_fitted,innovation,standardized_innovation
Party Brand Index_minseg3_K1_AR0,Party Brand Index,3,2024-04,55.880535554368535,61.29802141599746,61.298021415997454,-5.4174858616289185,-1.1585273844691024
Party Brand Index_minseg3_K1_AR0,Party Brand Index,3,2024-05,54.03774135246251,61.29802141599746,61.298021415997454,-7.2602800635349425,-1.552608255444756
Party Brand Index_minseg3_K1_AR0,Party Brand Index,3,2024-06,68.23354445533982,61.29802141599746,61.298021415997454,6.935523039342371,1.4831590837375201
Party Brand Index_minseg3_K1_AR0,Party Brand Index,3,2024-07,65.34963060816732,61.29802141599746,61.298021415997454,4.051609192169863,0.8664351546427796
Party Brand Index_minseg3_K1_AR0,Party Brand Index,3,2024-08,64.74803131349269,61.29802141599746,61.298021415997454,3.450009897495235,0.737783363911887
Party Brand Index_minseg3_K1_AR0,Party Brand Index,3,2024-09,61.53512440852972,61.29802141599746,61.298021415997454,0.23710299253226452,0.05070438886306724
Party Brand Index_minseg3_K1_AR0,Party Brand Index,3,2024-10,60.267173655000605,61.29802141599746,61.298021415997454,-1.0308477609968492,-0.2204464193976541
Party Brand Index_minseg3_K1_AR0,Party Brand Index,3,2024-11,63.06219466032603,61.29802141599746,61.298021415997454,1.7641732443285747,0.37726780774427643
Party Brand Index_minseg3_K1_AR0,Party Brand Index,3,2024-12,61.6353611998906,61.29802141599746,61.298021415997454,0.33733978389314956,0.07213999030051786
Party Brand Index_minseg4_K1_AR0,Party Brand Index,4,2022-03,43.031746997270034,53.71945657561568,53.71945657561568,-10.687709578345647,-2.285562812718289
Party Brand Index_minseg4_K1_AR0,Party Brand Index,4,2022-04,52.04340502830389,53.71945657561568,53.71945657561568,-1.6760515473117934,-0.3584230148334309
Party Brand Index_minseg4_K1_AR0,Party Brand Index,4,2022-05,55.72073476834652,53.71945657561568,53.71945657561568,2.0012781927308367,0.42797261486943244
Party Brand Index_minseg4_K1_AR0,Party Brand Index,4,2022-06,44.275881058987245,53.71945657561568,53.71945657561568,-9.443575516628435,-2.019505195353917
Party Brand Index_minseg4_K1_AR0,Party Brand Index,4,2022-07,56.19299969599727,53.71945657561568,53.71945657561568,2.473543120381592,0.5289662981724118
Party Brand Index_minseg4_K1_AR0,Party Brand Index,4,2022-08,53.38697492221824,53.71945657561568,53.71945657561568,-0.33248165339743707,-0.0711010808579531
Party Brand Index_minseg4_K1_AR0,Party Brand Index,4,2022-09,53.89953584964042,53.71945657561568,53.71945657561568,0.18007927402474166,0.03850988736503121
Party Brand Index_minseg4_K1_AR0,Party Brand Index,4,2022-10,64.56066475629389,53.71945657561568,53.71945657561568,10.841208180678208,2.31838843309315
Party Brand Index_minseg4_K1_AR0,Party Brand Index,4,2022-11,52.616024215582,53.71945657561568,53.71945657561568,-1.103432360033679,-0.2359686095468671
Party Brand Index_minseg4_K1_AR0,Party Brand Index,4,2022-12,64.10896206747798,53.71945657561568,53.71945657561568,10.389505491862295,2.2217919770990378
Party Brand Index_minseg4_K1_AR0,Party Brand Index,4,2023-01,54.06747217334802,53.71945657561568,53.71945657561568,0.34801559773234203,0.07442300921373747
Party Brand Index_minseg4_K1_AR0,Party Brand Index,4,2023-02,54.10088919061863,53.71945657561568,53.71945657561568,0.3814326150029501,0.08156922622363952
Party Brand Index_minseg4_K1_AR0,Party Brand Index,4,2023-03,61.63854851328894,53.71945657561568,53.71945657561568,7.919091937673258,1.6934949355205868
Party Brand Index_minseg4_K1_AR0,Party Brand Index,4,2023-04,54.08680911376589,53.71945657561568,53.71945657561568,0.3673525381502074,0.07855820690102937
Party Brand Index_minseg4_K1_AR0,Party Brand Index,4,2023-05,50.426313335936726,53.71945657561568,53.71945657561568,-3.2931432396789546,-0.7042374860947437
Party Brand Index_minseg4_K1_AR0,Party Brand Index,4,2023-06,51.89977194931201,53.71945657561568,53.71945657561568,-1.819684626303669,-0.38913889662396833
Party Brand Index_minseg4_K1_AR0,Party Brand Index,4,2023-07,47.95353131489423,53.71945657561568,53.71945657561568,-5.765925260721453,-1.2330410234498386
Party Brand Index_minseg4_K1_AR0,Party Brand Index,4,2023-08,52.939953409769046,53.71945657561568,53.71945657561568,-0.7795031658466343,-0.16669646898573562
