model_id,series,year_month,observed,structural_regime_mean,one_step_ar_fitted,standardized_innovation
Polarization_focused_2_K4_AR2,Polarization,2023-09,41.271931705613255,39.936323299549066,37.70994926056923,1.1002936712092168
Polarization_focused_2_K4_AR2,Polarization,2023-10,40.78014034512094,39.936323299549066,37.903043991679176,0.8887328778264008
Polarization_focused_2_K4_AR2,Polarization,2023-11,35.94284144791523,39.936323299549066,38.5456942084691,-0.8040192403282523
Polarization_focused_2_K4_AR2,Polarization,2023-12,40.423281061443845,39.936323299549066,43.135967606753,-0.8379468129976045
Polarization_focused_2_K4_AR2,Polarization,2024-01,39.40252177887654,39.936323299549066,41.38248448862362,-0.6116089768482945
Polarization_focused_2_K4_AR2,Polarization,2024-02,41.889201128166896,39.936323299549066,40.187411151265195,0.5256816310022769
Polarization_focused_2_K4_AR2,Polarization,2024-03,41.88287375987609,39.936323299549066,38.4288319034015,1.0669509054033965
Polarization_focused_2_K4_AR2,Polarization,2024-04,35.18767131484606,39.936323299549066,37.26084405982429,-0.6404014859188313
Polarization_focused_2_K4_AR2,Polarization,2024-05,35.80912090529779,39.936323299549066,43.29585685068466,-2.3126470458003383
Polarization_focused_2_K4_AR2,Polarization,2024-06,46.48207567430694,39.936323299549066,45.89603380104883,0.18102788942900816
Polarization_focused_2_K4_AR2,Polarization,2024-07,42.05405671286235,39.936323299549066,35.98694303600396,1.874126805549618
Polarization_focused_2_K4_AR2,Polarization,2024-08,40.50181432113925,39.936323299549066,34.93882507390222,1.7184031522267043
Polarization_focused_2_K4_AR2,Polarization,2024-09,38.40279819744461,39.936323299549066,38.42729596434228,-0.0075673415835509445
Polarization_focused_2_K4_AR2,Polarization,2024-10,40.08625063999523,39.936323299549066,41.0510427419492,-0.2980235473337581
Polarization_focused_2_K4_AR2,Polarization,2024-11,41.0867992308096,39.936323299549066,40.52505556247428,0.17352219238788735
Polarization_focused_2_K4_AR2,Polarization,2024-12,34.93691958961276,39.936323299549066,38.82904056493872,-1.2022732124045818
Polarization_focused_3_K7_AR2,Polarization,2022-03,19.968979886147597,27.97285992675169,24.977942473136643,-1.7600962118683077
Polarization_focused_3_K7_AR2,Polarization,2022-04,29.187411939676807,27.97285992675169,32.50772697020334,-1.1667234094779104
Polarization_focused_3_K7_AR2,Polarization,2022-05,36.70169823824752,27.97285992675169,31.235036449573077,1.9209268463701863
Polarization_focused_3_K7_AR2,Polarization,2022-06,14.150831658218094,28.405103734486453,18.80886690822432,-1.636784075724807
Polarization_focused_3_K7_AR2,Polarization,2022-07,39.69731341333724,28.405103734486453,38.04999264522618,0.5788510082338553
Polarization_focused_3_K7_AR2,Polarization,2022-08,23.493171991639585,28.405103734486453,24.892956222873288,-0.49186930028727294
Polarization_focused_3_K7_AR2,Polarization,2022-09,40.33633774456976,38.52027053927803,37.18373490000547,1.107791129974954
Polarization_focused_3_K7_AR2,Polarization,2022-10,39.34476896622999,38.52027053927803,39.42895113538681,-0.02958071945369405
Polarization_focused_3_K7_AR2,Polarization,2022-11,35.68709475730685,38.52027053927803,36.6567971062054,-0.3407430982554222
Polarization_focused_3_K7_AR2,Polarization,2022-12,41.621635424008375,38.52027053927803,40.949430646746954,0.23620561373943239
Polarization_focused_3_K7_AR2,Polarization,2023-01,31.79647862160208,34.62913427437432,33.05605075194678,-0.44260025837550565
Polarization_focused_3_K7_AR2,Polarization,2023-02,35.38737231922933,34.62913427437432,35.776976344282666,-0.1369027132297335
Polarization_focused_3_K7_AR2,Polarization,2023-03,37.12578446744588,34.62913427437432,35.44832715505171,0.5894406695679786
Polarization_focused_3_K7_AR2,Polarization,2023-04,32.49789947029008,34.62913427437432,31.653277047585924,0.2967913416886273
Polarization_focused_3_K7_AR2,Polarization,2023-05,27.49930123577101,28.075564052911055,28.84734981861286,-0.473689943350253
Polarization_focused_3_K7_AR2,Polarization,2023-06,25.71324208038159,28.075564052911055,29.862852508018634,-1.4581289972867502
Polarization_focused_3_K7_AR2,Polarization,2023-07,29.383080146555763,28.075564052911055,30.811893583395783,-0.5020698545804796
Polarization_focused_3_K7_AR2,Polarization,2023-08,29.781083213550914,28.075564052911055,28.069315678219336,0.6014969172184095
Polarization_focused_3_K7_AR2,Polarization,2023-09,41.271931705613255,39.50093643598475,37.02392298320208,1.4927051121765125
Polarization_focused_3_K7_AR2,Polarization,2023-10,40.78014034512094,39.50093643598475,36.733179880863126,1.4220588912409389
Polarization_focused_3_K7_AR2,Polarization,2023-11,35.94284144791523,39.50093643598475,37.19851675846556,-0.44123095731979234
Polarization_focused_3_K7_AR2,Polarization,2023-12,40.423281061443845,39.50093643598475,42.41453048711078,-0.6997038828169988
Polarization_focused_3_K7_AR2,Polarization,2024-01,39.40252177887654,39.50093643598475,40.5606353487517,-0.4069487986485148
Polarization_focused_3_K7_AR2,Polarization,2024-02,41.889201128166896,39.50093643598475,39.08258880905266,0.9862137369297729
Polarization_focused_3_K7_AR2,Polarization,2024-03,41.88287375987609,39.50093643598475,37.117637532462744,1.6744533597264415
Polarization_focused_3_K7_AR2,Polarization,2024-04,35.18767131484606,39.50093643598475,35.72528716337261,-0.18891249475288305
Polarization_focused_3_K7_AR2,Polarization,2024-05,35.80912090529779,39.50093643598475,42.565323865447446,-2.374057907252414
Polarization_focused_3_K7_AR2,Polarization,2024-06,46.48207567430694,42.179056469806476,48.37507822738024,-0.6651809760719688
Polarization_focused_3_K7_AR2,Polarization,2024-07,42.05405671286235,42.179056469806476,39.86196615306253,0.7702773225733357
Polarization_focused_3_K7_AR2,Polarization,2024-08,40.50181432113925,42.179056469806476,39.88615188979137,0.21633723438457922
Polarization_focused_3_K7_AR2,Polarization,2024-09,38.40279819744461,39.03534211920702,40.818290714779735,-0.848778395870077
Polarization_focused_3_K7_AR2,Polarization,2024-10,40.08625063999523,39.03534211920702,40.62471851363241,-0.1892118873204236
Polarization_focused_3_K7_AR2,Polarization,2024-11,41.0867992308096,39.03534211920702,38.318078176790536,0.9728991491286705
Polarization_focused_3_K7_AR2,Polarization,2024-12,34.93691958961276,39.03534211920702,36.34943844837877,-0.49634411304339005
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2022-03,43.031746997270034,53.71945657561568,53.71945657561568,-2.285562812718289
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2022-04,52.04340502830389,53.71945657561568,53.71945657561568,-0.3584230148334309
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2022-05,55.72073476834652,53.71945657561568,53.71945657561568,0.42797261486943244
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2022-06,44.275881058987245,53.71945657561568,53.71945657561568,-2.019505195353917
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2022-07,56.19299969599727,53.71945657561568,53.71945657561568,0.5289662981724118
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2022-08,53.38697492221824,53.71945657561568,53.71945657561568,-0.0711010808579531
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2022-09,53.89953584964042,53.71945657561568,53.71945657561568,0.03850988736503121
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2022-10,64.56066475629389,53.71945657561568,53.71945657561568,2.31838843309315
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2022-11,52.616024215582,53.71945657561568,53.71945657561568,-0.2359686095468671
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2022-12,64.10896206747798,53.71945657561568,53.71945657561568,2.2217919770990378
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2023-01,54.06747217334802,53.71945657561568,53.71945657561568,0.07442300921373747
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2023-02,54.10088919061863,53.71945657561568,53.71945657561568,0.08156922622363952
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2023-03,61.63854851328894,53.71945657561568,53.71945657561568,1.6934949355205868
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2023-04,54.08680911376589,53.71945657561568,53.71945657561568,0.07855820690102937
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2023-05,50.426313335936726,53.71945657561568,53.71945657561568,-0.7042374860947437
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2023-06,51.89977194931201,53.71945657561568,53.71945657561568,-0.38913889662396833
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2023-07,47.95353131489423,53.71945657561568,53.71945657561568,-1.2330410234498386
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2023-08,52.939953409769046,53.71945657561568,53.71945657561568,-0.16669646898573562
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2023-09,62.45538441329845,61.29802141599746,61.298021415997454,0.24750165674475433
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2023-10,61.486536502695664,61.29802141599746,61.298021415997454,0.04031388284228497
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2023-11,57.5910398908809,61.29802141599746,61.298021415997454,-0.7927366531746263
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2023-12,61.1984321948073,61.29802141599746,61.298021415997454,-0.02129711879156594
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2024-01,58.6446518557328,61.29802141599746,61.298021415997454,-0.5674221170480459
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2024-02,61.30124558145313,61.29802141599746,61.298021415997454,0.000689486612031148
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2024-03,63.34171500950752,61.29802141599746,61.298021415997454,0.43704313292542074
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2024-04,55.880535554368535,61.29802141599746,61.298021415997454,-1.1585273844691024
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2024-05,54.03774135246251,61.29802141599746,61.298021415997454,-1.552608255444756
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2024-06,68.23354445533982,61.29802141599746,61.298021415997454,1.4831590837375201
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2024-07,65.34963060816732,61.29802141599746,61.298021415997454,0.8664351546427796
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2024-08,64.74803131349269,61.29802141599746,61.298021415997454,0.737783363911887
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2024-09,61.53512440852972,61.29802141599746,61.298021415997454,0.05070438886306724
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2024-10,60.267173655000605,61.29802141599746,61.298021415997454,-0.2204464193976541
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2024-11,63.06219466032603,61.29802141599746,61.298021415997454,0.37726780774427643
Party Brand Index_focused_1_K1_AR0,Party Brand Index,2024-12,61.6353611998906,61.29802141599746,61.298021415997454,0.07213999030051786
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2022-03,43.031746997270034,57.11933468415022,56.110655839481765,-2.3195305146638967
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2022-04,52.04340502830389,57.11933468415022,51.884616894941914,0.028160905863254492
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2022-05,55.72073476834652,57.11933468415022,55.23320202206397,0.08646341185974843
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2022-06,44.275881058987245,57.11933468415022,56.59963776925107,-2.1856050905785596
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2022-07,56.19299969599727,57.11933468415022,52.346916818093156,0.682098690712819
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2022-08,53.38697492221824,57.11933468415022,56.77512371283068,-0.6008845694132166
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2022-09,53.89953584964042,57.11933468415022,55.73245067847292,-0.3250654873084942
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2022-10,64.56066475629389,57.11933468415022,55.92290995826351,1.5318965881581754
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2022-11,52.616024215582,57.11933468415022,59.884411556771816,-1.2890407321957864
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2022-12,64.10896206747798,57.11933468415022,55.44597797155306,1.5363709771944418
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2023-01,54.06747217334802,57.11933468415022,59.716566205734175,-1.0018607933129042
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2023-02,54.10088919061863,57.11933468415022,55.98531235679375,-0.33420043592440735
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2023-03,61.63854851328894,57.11933468415022,55.99772957531667,1.0003932141565468
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2023-04,54.08680911376589,57.11933468415022,58.798600826121444,-0.8356312279106741
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2023-05,50.426313335936726,57.11933468415022,55.99249764843091,-0.9871568430390874
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2023-06,51.89977194931201,57.11933468415022,54.63231712700853,-0.48461396885865243
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2023-07,47.95353131489423,57.11933468415022,55.17983031283814,-1.2815764094722095
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2023-08,52.939953409769046,57.11933468415022,53.71347166374723,-0.13718263621206783
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2023-09,62.45538441329845,57.11933468415022,55.5663447762143,1.2217638220225984
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2023-10,61.486536502695664,57.11933468415022,59.1021237224244,0.4228730599867454
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2023-11,57.5910398908809,57.11933468415022,58.74211564258878,-0.20414205519644854
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2023-12,61.1984321948073,57.11933468415022,57.29461264456603,0.6923382278880424
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2024-01,58.6446518557328,57.11933468415022,58.63506078130438,0.001700966806446284
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2024-02,61.30124558145313,57.11933468415022,57.686117664298365,0.6411390750878414
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2024-03,63.34171500950752,57.11933468415022,58.67326455870091,0.8279447014641899
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2024-04,55.880535554368535,57.11933468415022,59.431469714245,-0.6297543807945845
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2024-05,54.03774135246251,57.11933468415022,56.659017134683374,-0.4648804604086971
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2024-06,68.23354445533982,57.11933468415022,55.97426486871869,2.1741701415632186
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2024-07,65.34963060816732,57.11933468415022,61.249193741313135,0.727208098998624
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2024-08,64.74803131349269,57.11933468415022,60.17757839780067,0.810564943274691
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2024-09,61.53512440852972,57.11933468415022,59.954033913123475,0.2804047107281201
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2024-10,60.267173655000605,57.11933468415022,58.76017011583595,0.26726546816483465
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2024-11,63.06219466032603,57.11933468415022,58.289020298502756,0.8465173752360358
Party Brand Index_focused_2_K0_AR1,Party Brand Index,2024-12,61.6353611998906,57.11933468415022,59.32760451199545,0.4092781838738832
